Layers: 3
"Nodes: [256, 256, 128]"
NN: 5
Activation function: sigmoid
Training accuracy,Test accuracy
0.7904000282287598,0.8424000144004822
0.8563833236694336,0.8418999910354614
0.8705166578292847,0.8535000085830688
0.8774666786193848,0.863099992275238
0.886983335018158,0.8766000270843506
0.8898833394050598,0.8668000102043152
0.895966649055481,0.8740000128746033
0.8985833525657654,0.8809999823570251
0.9020666480064392,0.8805999755859375
0.9054666757583618,0.8781999945640564
0.9085500240325928,0.8813999891281128
0.9116500020027161,0.8795999884605408
0.9149333238601685,0.8794000148773193
0.9177166819572449,0.8859000205993652
0.9210333228111267,0.8863000273704529
0.9232000112533569,0.8849999904632568
0.9245833158493042,0.8903999924659729
0.9265166521072388,0.8888000249862671
0.9285500049591064,0.8895000219345093
0.9303333163261414,0.8888000249862671
0.932200014591217,0.8901000022888184
0.9342666864395142,0.8927000164985657
0.9341166615486145,0.8884999752044678
0.9365333318710327,0.8924000263214111
0.9385166764259338,0.890500009059906
0.9403666853904724,0.8937000036239624
0.9418833255767822,0.8907999992370605
0.9427000284194946,0.8931000232696533
0.9428499937057495,0.8903999924659729
0.9445833563804626,0.8932999968528748
0.9460166692733765,0.8944000005722046
0.9485499858856201,0.8938999772071838
0.9486166834831238,0.8924999833106995
0.9502500295639038,0.894599974155426
0.9503499865531921,0.8920000195503235
0.9514666795730591,0.8963000178337097
0.9527333378791809,0.8934999704360962
0.95291668176651,0.8938000202178955
0.9543499946594238,0.8956999778747559
0.9541833400726318,0.8902999758720398
0.955216646194458,0.8934999704360962
0.9560166597366333,0.8974999785423279
0.958216667175293,0.8824999928474426
0.9579333066940308,0.895799994468689
0.9590833187103271,0.8928999900817871
0.9592999815940857,0.8921999931335449
0.9598666429519653,0.8925999999046326
0.9611666798591614,0.8934999704360962
0.9624000191688538,0.8939999938011169
0.9620333313941956,0.8942999839782715
