Number of qubits: 7
Training set size: 512
Test set size: 512
Number of features: 10
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 105
Training accuracy,Test accuracy,Parameters
0.197265625,0.19921875,"[ 0.45280827  0.33743845  0.64816672  0.79461134  0.89062178  0.55440829
  0.29891692  0.69681348  0.093558    0.26493999  0.52075614  0.66373812
  0.65300839  0.71677315  0.39977578  0.83106339  0.99457889  0.47803652
  0.64107622  0.31525773  0.90885516  0.05139027  0.21449715  0.08733029
  0.34364761  0.75742283  0.38748857  0.55740154  0.5935277   0.23217329
  0.56672743  0.28401485  0.35303993  0.31378008  0.16535111  0.02334474
  0.72949998  0.7636664   0.08201203  0.32856296  0.11394526  0.83268051
  0.43720838  0.85412516  0.84801599  0.02159356  0.36074484  0.21750806
  0.95512241  0.25213039  0.77917626  0.04464904  0.11203011  0.13788266
  0.23786491  0.21435993  0.3801217   0.05990105  0.80937266  0.12864193
  0.41029375  0.70697987  0.90517499 -0.01411713  0.37592126  1.00616667
  0.95766681  0.68958704  0.58910269  0.06097203  0.16157122  0.33654709
  0.06884235  0.65326134  0.65211022  0.96332152  0.28617874  0.5238392
  0.17692402  0.15873193  0.33877348  0.32654125  0.71025329  0.72681796
  0.23404544  0.5278164   0.74861222  0.80996925  0.50698518  0.08976456
  0.49966305  0.48958967  0.64812268  0.23127575  0.75285718  0.93141935
  0.31810491  0.17303838  0.87122504  0.18860375  0.51742599  0.20588066
  0.63501889  0.55548156  0.12996865  0.33637549  0.18088399  0.25176644
  0.29309579  0.53713174  0.58234698  0.97993268  0.91374117  0.12223984
  0.61357905  0.58544922  0.84985226  0.2708763   0.78467516  0.27863261
  0.80718016  0.19314891  0.57768581  0.885975    0.8664378   0.71392844
  0.74863266  0.1402356   0.35807958  0.84491809  0.35359442  0.39174734
  0.16013674  0.89938633  0.44651328  0.99962781  0.74756908  0.76473602
  0.9345527   0.57809121]"
0.275390625,0.28515625,"[4.67826634e-01 3.37438446e-01 6.33148353e-01 7.79592973e-01
 8.90621783e-01 5.69426662e-01 2.83898551e-01 6.81795110e-01
 7.85396325e-02 2.49921617e-01 5.35774512e-01 6.48719753e-01
 6.68026759e-01 7.31791521e-01 3.99775775e-01 8.31063387e-01
 9.79560522e-01 4.78036524e-01 6.56094593e-01 3.30276103e-01
 8.93836790e-01 3.63719057e-02 1.99478785e-01 7.23119197e-02
 3.58665976e-01 7.42404459e-01 3.87488567e-01 5.72419909e-01
 5.93527700e-01 2.32173291e-01 5.81745797e-01 2.84014854e-01
 3.68058296e-01 2.98761710e-01 1.50332743e-01 3.83631085e-02
 7.29499982e-01 7.63666401e-01 8.20120278e-02 3.43581331e-01
 1.13945265e-01 8.17662142e-01 4.22190011e-01 8.39106791e-01
 8.32997621e-01 3.66119275e-02 3.75763204e-01 2.02489696e-01
 9.70140776e-01 2.37112018e-01 7.64157890e-01 2.96306738e-02
 1.12030106e-01 1.37882661e-01 2.52883274e-01 2.14359927e-01
 3.95140065e-01 5.99010461e-02 8.09372663e-01 1.43660302e-01
 4.10293752e-01 7.21998236e-01 8.90156622e-01 9.01239806e-04
 3.60902892e-01 1.02118504e+00 9.72685174e-01 7.04605405e-01
 6.04121059e-01 6.09720349e-02 1.76589592e-01 3.51565461e-01
 8.38607174e-02 6.53261340e-01 6.67128584e-01 9.78339893e-01
 3.01197113e-01 5.08820827e-01 1.91942392e-01 1.73750296e-01
 3.23755111e-01 3.41559618e-01 6.95234920e-01 7.41836325e-01
 2.49063807e-01 5.27816400e-01 7.48612224e-01 7.94950881e-01
 4.91966812e-01 8.97645598e-02 4.84644680e-01 4.74571298e-01
 6.63141046e-01 2.16257386e-01 7.37838813e-01 9.46437716e-01
 3.03086540e-01 1.73038382e-01 8.56206675e-01 2.03622119e-01
 5.32444355e-01 1.90862293e-01 6.20000521e-01 5.55481564e-01
 1.44987014e-01 3.21357125e-01 1.80883994e-01 2.51766441e-01
 2.78077423e-01 5.52150106e-01 5.82346975e-01 9.94951045e-01
 9.28759541e-01 1.22239840e-01 6.13579045e-01 6.00467588e-01
 8.34833895e-01 2.55857927e-01 7.69656792e-01 2.93650977e-01
 8.22198530e-01 2.08167275e-01 5.62667446e-01 8.70956634e-01
 8.81456169e-01 7.13928443e-01 7.63651026e-01 1.40235599e-01
 3.73097950e-01 8.29899717e-01 3.68612792e-01 3.91747341e-01
 1.45118377e-01 8.84367965e-01 4.31494913e-01 9.99627806e-01
 7.62587445e-01 7.49717654e-01 9.49571066e-01 5.63072841e-01]"
0.298828125,0.283203125,"[0.4548673  0.33743845 0.64610769 0.79255231 0.90358112 0.55646733
 0.27093922 0.69475444 0.0655803  0.26288095 0.52281518 0.64871975
 0.68098609 0.74475085 0.38681644 0.83106339 0.99251986 0.49099586
 0.65609459 0.34323544 0.90679612 0.04933124 0.21243812 0.07231192
 0.34570664 0.74240446 0.37452923 0.55946058 0.60648703 0.24513262
 0.56878646 0.29697419 0.38101763 0.31172104 0.15033274 0.05132244
 0.71654065 0.77662573 0.09497136 0.34358133 0.1269046  0.83062148
 0.40923068 0.82614746 0.82003829 0.04957126 0.38872254 0.2024897
 0.95718144 0.23711202 0.75119856 0.02963067 0.09907077 0.15084199
 0.25288327 0.22731926 0.39514006 0.04694171 0.79641333 0.15661963
 0.41029375 0.7090389  0.87719729 0.01386057 0.34794356 1.03414437
 0.97268517 0.71756474 0.59116173 0.0480127  0.16363026 0.36452479
 0.09682005 0.65326134 0.66712858 0.96538056 0.28823778 0.52178016
 0.20490173 0.18670963 0.31079578 0.34155962 0.68227559 0.72887699
 0.26202314 0.5278164  0.74861222 0.79495088 0.47900748 0.08976456
 0.47168535 0.46161196 0.65018171 0.22921672 0.72487948 0.93347838
 0.31604587 0.17303838 0.86916601 0.19066279 0.54540369 0.19086229
 0.63295985 0.5684409  0.14498701 0.32135712 0.19384333 0.26472577
 0.27807742 0.56510944 0.56938764 0.99495105 0.91580021 0.10928051
 0.60061971 0.58750825 0.8348339  0.25585793 0.75669746 0.28069164
 0.82219853 0.22112661 0.54970811 0.87095663 0.86849684 0.70096911
 0.76365103 0.12727627 0.38605728 0.82989972 0.36861279 0.37878801
 0.13215904 0.87140863 0.41853558 0.98666847 0.74962811 0.76267699
 0.93661173 0.55011351]"
0.291015625,0.30078125,"[0.44443266 0.33743845 0.64610769 0.79255231 0.90358112 0.54603269
 0.26050458 0.70518908 0.07601494 0.25244631 0.51238054 0.63828511
 0.67055145 0.74475085 0.38681644 0.82062875 0.99251986 0.48056122
 0.66652923 0.33280079 0.91723076 0.0388966  0.22287276 0.06187728
 0.34570664 0.73196982 0.37452923 0.56989522 0.59605239 0.25556727
 0.5792211  0.28653955 0.39145227 0.3012864  0.16076738 0.0408878
 0.70610601 0.78706038 0.08453672 0.35401597 0.11646996 0.83062148
 0.41966532 0.82614746 0.82003829 0.0600059  0.38872254 0.19205505
 0.96761608 0.24754666 0.74076392 0.04006532 0.08863613 0.16127664
 0.26331791 0.22731926 0.38470542 0.03650707 0.78597869 0.15661963
 0.39985911 0.69860426 0.88763193 0.02429521 0.34794356 1.02370973
 0.96225053 0.72799938 0.58072708 0.03757806 0.15319562 0.37495944
 0.08638541 0.66369598 0.67756323 0.9758152  0.28823778 0.52178016
 0.21533637 0.18670963 0.32123042 0.34155962 0.69271023 0.72887699
 0.26202314 0.53825104 0.73817758 0.80538552 0.46857284 0.08976456
 0.47168535 0.47204661 0.66061635 0.21878208 0.72487948 0.94391302
 0.32648051 0.18347302 0.85873137 0.18022814 0.53496905 0.20129693
 0.62252521 0.57887554 0.14498701 0.31092248 0.20427797 0.26472577
 0.26764278 0.5546748  0.57982228 1.00538569 0.91580021 0.11971515
 0.61105435 0.58750825 0.82439925 0.25585793 0.7671321  0.29112628
 0.81176389 0.23156125 0.56014275 0.87095663 0.86849684 0.71140375
 0.77408567 0.12727627 0.37562264 0.82989972 0.35817815 0.36835337
 0.13215904 0.88184327 0.42897022 0.99710311 0.73919347 0.75224235
 0.94704637 0.53967887]"
0.337890625,0.310546875,"[0.44443266 0.36148053 0.62206561 0.81659439 0.9276232  0.54603269
 0.28454666 0.70518908 0.05197286 0.27648839 0.48833846 0.61424303
 0.69459353 0.72070877 0.36277436 0.79658667 1.01656194 0.48056122
 0.69057131 0.30875871 0.89318869 0.01485452 0.22287276 0.08591936
 0.36974872 0.70792774 0.39857131 0.5939373  0.62009447 0.27960935
 0.55517903 0.31058163 0.39145227 0.27724432 0.16076738 0.01684572
 0.68206393 0.78706038 0.1085788  0.32997389 0.09242788 0.8065794
 0.41966532 0.85018954 0.84408037 0.0600059  0.38872254 0.19205505
 0.96761608 0.27158874 0.71672184 0.06410739 0.11267821 0.18531872
 0.26331791 0.22731926 0.36066334 0.06054915 0.81002077 0.18066171
 0.39985911 0.67456218 0.86358985 0.02429521 0.32390148 0.99966765
 0.93820845 0.75204146 0.58072708 0.06162014 0.15319562 0.39900152
 0.11042749 0.68773806 0.65352115 0.95177312 0.2641957  0.54582224
 0.19129429 0.16266755 0.3452725  0.34155962 0.66866815 0.75291907
 0.26202314 0.51420896 0.73817758 0.78134344 0.49261492 0.11380664
 0.49572743 0.49608869 0.68465843 0.19474    0.74892156 0.91987094
 0.30243844 0.2075151  0.85873137 0.18022814 0.51092697 0.22533901
 0.59848313 0.60291762 0.16902909 0.2868804  0.18023589 0.26472577
 0.2436007  0.53063272 0.60386436 1.02942777 0.93984229 0.11971515
 0.63509643 0.61155033 0.84844133 0.27990001 0.79117418 0.29112628
 0.83580597 0.23156125 0.53610067 0.87095663 0.84445476 0.68736167
 0.77408567 0.10323419 0.37562264 0.82989972 0.33413607 0.34431129
 0.15620112 0.90588535 0.42897022 1.02114519 0.71515139 0.75224235
 0.94704637 0.51563679]"
0.326171875,0.28515625,"[0.43643305 0.35348092 0.614066   0.82459399 0.91962359 0.53803308
 0.28454666 0.71318869 0.04397326 0.26848878 0.48833846 0.60624343
 0.68659393 0.72870838 0.35477476 0.79658667 1.02456154 0.48856082
 0.69857092 0.30875871 0.90118829 0.02285412 0.21487315 0.07791975
 0.36974872 0.71592734 0.39057171 0.5939373  0.61209487 0.27160974
 0.54717942 0.31058163 0.39945188 0.28524393 0.15276778 0.00884612
 0.68206393 0.79505998 0.10057919 0.32197429 0.09242788 0.79857979
 0.42766492 0.85818914 0.84408037 0.06800551 0.38072293 0.20005466
 0.95961648 0.26358913 0.72472144 0.072107   0.11267821 0.19331832
 0.25531831 0.21931965 0.36866295 0.05254955 0.81802037 0.17266211
 0.39185951 0.66656258 0.86358985 0.01629561 0.33190109 0.99166804
 0.93820845 0.75204146 0.58072708 0.05362053 0.16119522 0.39100191
 0.11842709 0.68773806 0.66152075 0.95977273 0.2641957  0.54582224
 0.19929389 0.17066716 0.33727289 0.34955922 0.67666775 0.76091868
 0.25402353 0.50620936 0.74617719 0.78134344 0.50061452 0.11380664
 0.50372703 0.49608869 0.69265804 0.2027396  0.74092195 0.91987094
 0.31043804 0.2075151  0.85873137 0.18822775 0.51092697 0.23333862
 0.60648274 0.60291762 0.16902909 0.2868804  0.17223628 0.27272538
 0.2356011  0.53863232 0.60386436 1.03742737 0.93184268 0.12771475
 0.64309604 0.61954994 0.84044173 0.28789961 0.78317457 0.28312668
 0.82780636 0.22356164 0.52810107 0.86295703 0.85245436 0.68736167
 0.76608606 0.09523458 0.38362225 0.82989972 0.33413607 0.34431129
 0.14820152 0.90588535 0.42097062 1.0291448  0.723151   0.74424274
 0.95504598 0.51563679]"
0.34375,0.2890625,"[0.45627925 0.33363473 0.59421981 0.84444018 0.8997774  0.55787927
 0.28454666 0.73303488 0.02412706 0.24864259 0.46849227 0.60624343
 0.68659393 0.72870838 0.33492856 0.79658667 1.02456154 0.46871463
 0.71841711 0.28891252 0.8813421  0.00300793 0.21487315 0.05807356
 0.34990253 0.69608115 0.37072552 0.5740911  0.59224867 0.29145593
 0.54717942 0.33042782 0.41929807 0.30509012 0.15276778 0.02869231
 0.66221774 0.77521379 0.12042539 0.30212809 0.11227407 0.7787336
 0.40781873 0.87803533 0.82423418 0.04815932 0.36087674 0.18020847
 0.97946267 0.28343532 0.70487525 0.072107   0.09283202 0.19331832
 0.2751645  0.23916585 0.34881676 0.07239574 0.79817418 0.15281592
 0.37201331 0.64671638 0.86358985 0.0361418  0.35174728 1.01151423
 0.95805465 0.75204146 0.60057328 0.05362053 0.14134903 0.37115572
 0.13827329 0.66789187 0.64167456 0.95977273 0.2641957  0.52597605
 0.1794477  0.17066716 0.33727289 0.36940542 0.67666775 0.74107249
 0.23417734 0.52605555 0.76602338 0.76149725 0.52046072 0.11380664
 0.50372703 0.47624249 0.67281185 0.18289341 0.76076815 0.93971714
 0.29059185 0.2075151  0.83888517 0.18822775 0.49108078 0.21349243
 0.60648274 0.58307143 0.16902909 0.3067266  0.17223628 0.25287919
 0.2157549  0.55847852 0.62371056 1.05727356 0.93184268 0.10786856
 0.64309604 0.63939613 0.86028792 0.3077458  0.76332838 0.30297287
 0.80796017 0.20371545 0.54794726 0.88280322 0.83260817 0.66751548
 0.76608606 0.09523458 0.40346844 0.81005352 0.35398226 0.34431129
 0.16804771 0.88603916 0.44081681 1.0291448  0.723151   0.74424274
 0.95504598 0.49579059]"
0.408203125,0.39453125,"[0.443962   0.34595198 0.60653706 0.84444018 0.91209465 0.57019652
 0.28454666 0.74535213 0.01180981 0.24864259 0.48080952 0.61856068
 0.69891118 0.74102563 0.32261131 0.80890392 1.03687879 0.48103188
 0.73073436 0.30122977 0.8813421  0.00300793 0.2025559  0.05807356
 0.34990253 0.7083984  0.38304277 0.56177385 0.60456592 0.27913868
 0.55949667 0.34274507 0.41929807 0.30509012 0.14045053 0.01637506
 0.64990049 0.76289654 0.10810814 0.28981084 0.12459132 0.7787336
 0.39550148 0.86571808 0.82423418 0.06047657 0.37319399 0.19252572
 0.96714542 0.29575258 0.692558   0.08442425 0.08051477 0.20563557
 0.26284725 0.2514831  0.36113401 0.06007849 0.78585693 0.15281592
 0.37201331 0.65903363 0.8759071  0.04845905 0.35174728 1.02383148
 0.9703719  0.76435871 0.60057328 0.06593778 0.14134903 0.35883847
 0.15059054 0.68020912 0.65399181 0.94745548 0.27651295 0.5382933
 0.16713045 0.18298441 0.34959014 0.35708817 0.688985   0.74107249
 0.24649459 0.52605555 0.75370613 0.74918    0.52046072 0.10148939
 0.50372703 0.46392524 0.6604946  0.19521066 0.76076815 0.92739989
 0.29059185 0.21983235 0.82656792 0.18822775 0.49108078 0.20117518
 0.59416549 0.59538868 0.18134634 0.31904385 0.15991903 0.26519644
 0.20343765 0.54616127 0.62371056 1.05727356 0.94415993 0.12018581
 0.65541329 0.65171338 0.87260517 0.3077458  0.75101113 0.30297287
 0.82027742 0.2160327  0.53563001 0.87048597 0.83260817 0.65519823
 0.76608606 0.08291733 0.39115119 0.81005352 0.36629951 0.34431129
 0.18036496 0.88603916 0.44081681 1.04146205 0.73546825 0.73192549
 0.94272873 0.49579059]"
0.44921875,0.421875,"[ 0.42265032  0.34595198  0.62784873  0.82312851  0.93340632  0.54888485
  0.26323498  0.72404046 -0.00950186  0.24864259  0.50212119  0.61856068
  0.69891118  0.74102563  0.32261131  0.80890392  1.03687879  0.50234355
  0.75204603  0.2799181   0.86003043  0.0243196   0.18124423  0.07938523
  0.32859086  0.7083984   0.36173109  0.56177385  0.58325425  0.25782701
  0.58080834  0.3214334   0.44060974  0.32640179  0.1617622  -0.00493661
  0.67121216  0.78420821  0.12941981  0.28981084  0.10327965  0.7787336
  0.41681315  0.88702976  0.8029225   0.08178824  0.37319399  0.17121405
  0.94583375  0.31706425  0.67124633  0.06311258  0.08051477  0.1843239
  0.24153558  0.2514831   0.36113401  0.08139016  0.76454526  0.13150425
  0.35070164  0.65903363  0.85459543  0.04845905  0.37305895  1.02383148
  0.9703719   0.78567038  0.62188495  0.06593778  0.14134903  0.3375268
  0.12927887  0.68020912  0.65399181  0.92614381  0.27651295  0.5382933
  0.18844212  0.16167273  0.32827847  0.37839984  0.66767333  0.76238416
  0.22518292  0.54736722  0.7750178   0.72786833  0.49914904  0.10148939
  0.5250387   0.44261357  0.63918293  0.17389899  0.73945647  0.90608821
  0.31190352  0.19852068  0.80525625  0.20953942  0.51239245  0.17986351
  0.59416549  0.61670035  0.18134634  0.34035552  0.13860736  0.26519644
  0.18212598  0.5248496   0.60239888  1.07858524  0.92284826  0.12018581
  0.65541329  0.67302505  0.8512935   0.28643413  0.7723228   0.2816612
  0.84158909  0.19472103  0.53563001  0.89179764  0.85391984  0.6765099
  0.78739773  0.06160566  0.41246286  0.78874185  0.36629951  0.32299962
  0.20167663  0.90735083  0.46212848  1.02015038  0.73546825  0.71061382
  0.9640404   0.47447892]"
0.408203125,0.400390625,"[ 0.39677429  0.32007595  0.6019727   0.82312851  0.90753029  0.57476088
  0.28911101  0.74991649  0.01637417  0.24864259  0.50212119  0.64443671
  0.69891118  0.7151496   0.29673528  0.83477995  1.01100276  0.47646752
  0.77792206  0.25404207  0.88590646  0.0243196   0.20712026  0.10526126
  0.30271483  0.7083984   0.36173109  0.53589782  0.55737822  0.28370304
  0.58080834  0.29555737  0.46648577  0.30052576  0.1617622  -0.03081264
  0.64533613  0.78420821  0.12941981  0.31568687  0.10327965  0.80460963
  0.44268918  0.86115373  0.8029225   0.05591221  0.37319399  0.19709008
  0.97170978  0.29118822  0.69712236  0.06311258  0.05463874  0.1843239
  0.24153558  0.2514831   0.33525798  0.05551413  0.73866923  0.10562822
  0.37657767  0.6331576   0.85459543  0.07433508  0.34718292  1.02383148
  0.94449587  0.81154641  0.64776098  0.09181381  0.115473    0.36340283
  0.1551549   0.68020912  0.67986784  0.90026778  0.30238898  0.51241727
  0.18844212  0.1357967   0.30240244  0.35252381  0.69354936  0.78826019
  0.19930689  0.57324325  0.7750178   0.75374436  0.52502507  0.10148939
  0.49916267  0.41673754  0.6133069   0.19977502  0.71358044  0.88021219
  0.31190352  0.19852068  0.83113228  0.18366339  0.53826848  0.20573954
  0.56828946  0.59082432  0.15547031  0.31447949  0.11273133  0.23932041
  0.18212598  0.49897357  0.62827491  1.05270921  0.94872429  0.12018581
  0.65541329  0.69890108  0.87716953  0.2605581   0.74644677  0.25578517
  0.84158909  0.22059706  0.56150604  0.91767367  0.87979587  0.6765099
  0.7615217   0.03572963  0.43833889  0.78874185  0.39217554  0.32299962
  0.22755266  0.90735083  0.48800451  0.99427435  0.70959222  0.71061382
  0.98991643  0.50035495]"
