Number of qubits: 7
Training set size: 512
Test set size: 512
Number of features: 10
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 30
Training accuracy,Test accuracy,Parameters
0.240234375,0.212890625,"[0.61000131 0.02627311 0.27952876 0.98920133 0.40799865 0.05019903
 0.77321872 0.11786836 0.41748881 0.12775905 0.47615662 0.87655438
 0.514031   0.30766307 0.75669914 0.92741355 0.32985784 0.00114363
 0.87780755 0.77786011 0.84814985 0.63972744 0.73007179 0.54715798
 0.59908933 0.43102002 0.15664838 0.10978248 0.17133237 0.15113505
 0.73935536 0.93510905 0.20885112 0.38070476 0.89763101 0.94892404
 0.06776908 0.72390608 0.27780475 0.22029548]"
0.291015625,0.251953125,"[ 0.61000131  0.01286778  0.27952876  0.975796    0.39459332  0.05019903
  0.78662405  0.10446303  0.41748881  0.11435372  0.46275129  0.88995971
  0.50062567  0.29425774  0.75669914  0.92741355  0.34326317 -0.0122617
  0.86440222  0.76445478  0.84814985  0.62632211  0.74347712  0.56056331
  0.59908933  0.44442535  0.17005371  0.09637715  0.1847377   0.16454038
  0.72595003  0.94851438  0.19544579  0.38070476  0.89763101  0.93551871
  0.08117441  0.73731141  0.26439942  0.20689015]"
0.318359375,0.2890625,"[0.55283925 0.01286778 0.33669082 1.03295806 0.39459332 0.05019903
 0.8437861  0.16162509 0.47465087 0.05719166 0.40558923 0.83279765
 0.55778772 0.3514198  0.8138612  0.98457561 0.34326317 0.04490035
 0.80724016 0.76445478 0.79098779 0.68348416 0.74347712 0.50340125
 0.54192727 0.38726329 0.17005371 0.15353921 0.12757564 0.22170243
 0.66878797 0.89135232 0.19544579 0.38070476 0.89763101 0.99268077
 0.13833646 0.68014935 0.20723736 0.26405221]"
0.376953125,0.345703125,"[0.55236022 0.01238875 0.33669082 1.03343709 0.39507235 0.04972
 0.84330707 0.16162509 0.4751299  0.05767069 0.40558923 0.83327668
 0.55730869 0.3514198  0.81434023 0.98409658 0.3437422  0.04442132
 0.80771919 0.76397575 0.79098779 0.68348416 0.74347712 0.50292222
 0.54192727 0.38678426 0.17053274 0.15401824 0.12805467 0.22122341
 0.66830894 0.89087329 0.19544579 0.38022573 0.89715198 0.99268077
 0.13785743 0.67967032 0.20771639 0.26453124]"
0.4140625,0.38671875,"[0.55236022 0.01238875 0.31510326 1.01184953 0.37348479 0.04972
 0.84330707 0.14003753 0.4751299  0.07925825 0.42717679 0.85486424
 0.53572113 0.32983224 0.79275267 0.96250902 0.3437422  0.02283376
 0.78613163 0.74238819 0.79098779 0.70507172 0.76506468 0.48133466
 0.56351483 0.40837182 0.1921203  0.17560579 0.12805467 0.22122341
 0.64672138 0.86928573 0.17385823 0.40181329 0.91873954 1.01426833
 0.11626988 0.67967032 0.22930395 0.24294368]"
0.396484375,0.41015625,"[ 0.55236022 -0.00243655  0.31510326  1.02667482  0.3586595   0.04972
  0.82848178  0.15486282  0.46030461  0.09408354  0.4123515   0.84003895
  0.52089584  0.34465753  0.77792738  0.96250902  0.32891691  0.03765906
  0.77130634  0.75721348  0.7761625   0.69024643  0.76506468  0.48133466
  0.56351483  0.39354653  0.20694559  0.19043109  0.11322938  0.20639811
  0.66154667  0.85446044  0.18868352  0.41663858  0.91873954  1.02909362
  0.11626988  0.69449561  0.22930395  0.25776897]"
0.40234375,0.40625,"[ 0.54390881 -0.01088795  0.32355467  1.01822341  0.35020809  0.05817141
  0.82003037  0.16331423  0.4518532   0.08563213  0.4123515   0.83158754
  0.51244443  0.35310894  0.76947597  0.97096043  0.32891691  0.02920765
  0.77975775  0.74876208  0.7761625   0.69869784  0.77351609  0.48978607
  0.56351483  0.39354653  0.19849418  0.19043109  0.11322938  0.20639811
  0.65309527  0.86291185  0.18023211  0.40818717  0.91873954  1.02064221
  0.12472128  0.6860442   0.23775536  0.25776897]"
0.404296875,0.43359375,"[0.54390881 0.00244691 0.33688953 1.03155827 0.36354295 0.07150627
 0.82003037 0.14997937 0.46518806 0.08563213 0.4123515  0.83158754
 0.51244443 0.33977408 0.75614111 0.95762557 0.31558205 0.02920765
 0.76642289 0.76209694 0.76282764 0.68536298 0.76018123 0.50312093
 0.55017997 0.40688139 0.19849418 0.20376595 0.12656424 0.21973297
 0.65309527 0.86291185 0.16689725 0.42152203 0.9320744  1.00730735
 0.13805615 0.67270934 0.25109022 0.27110383]"
0.439453125,0.447265625,"[0.5162118  0.00244691 0.36458654 1.00386126 0.33584594 0.07150627
 0.82003037 0.14997937 0.43749105 0.11332914 0.4123515  0.80389053
 0.54014144 0.36747109 0.7284441  0.98532257 0.31558205 0.00151064
 0.7941199  0.73439993 0.76282764 0.71305999 0.73248422 0.53081794
 0.55017997 0.4345784  0.17079717 0.23146295 0.09886723 0.24742998
 0.62539826 0.83521484 0.19459426 0.42152203 0.9320744  1.03500436
 0.11035914 0.70040635 0.27878722 0.24340682]"
0.404296875,0.4375,"[0.5162118  0.00154058 0.36549286 1.00386126 0.33584594 0.0724126
 0.81912405 0.14907304 0.43658473 0.11242282 0.41325782 0.80298421
 0.54104777 0.36656476 0.72753777 0.9862289  0.31558205 0.00151064
 0.79502622 0.73530625 0.76282764 0.71215366 0.73339055 0.52991161
 0.55108629 0.43548472 0.1717035  0.23055663 0.0979609  0.24652366
 0.62630458 0.83430851 0.19459426 0.42061571 0.93116807 1.03409803
 0.11126546 0.70040635 0.27878722 0.24340682]"
