CNN layers: 2
"Kernels: [14, 28]"
NN: 3
"Kernel dim: [3, 3]"
"Pool dim: [2, 2]"
Activation function: softplus
Training accuracy,Test accuracy
0.6895666718482971,0.7948282957077026
0.8310166597366333,0.8333666324615479
0.8536666631698608,0.8542332053184509
0.8671500086784363,0.8480431437492371
0.8736333250999451,0.8600239753723145
0.8811833262443542,0.8631190061569214
0.8855833411216736,0.8731030225753784
0.8918833136558533,0.8712060451507568
0.8956000208854675,0.8801916837692261
0.9003166556358337,0.8813897967338562
0.9038166403770447,0.8837859630584717
0.9069833159446716,0.8836861252784729
0.9103333353996277,0.8834864497184753
0.9117333292961121,0.8927715420722961
0.9144166707992554,0.8854832053184509
0.9163500070571899,0.8873801827430725
0.9199000000953674,0.8891773223876953
0.9223666787147522,0.8876796960830688
0.9221333265304565,0.8937699794769287
0.9257000088691711,0.8911741375923157
0.9280833601951599,0.8905750513076782
0.9290500283241272,0.888877809047699
0.9298499822616577,0.8918730020523071
0.9330000281333923,0.8928713798522949
0.9339666962623596,0.8919728398323059
0.9362333416938782,0.8933706283569336
0.9376500248908997,0.8906749486923218
0.9390666484832764,0.8889776468276978
0.9403333067893982,0.8901757001876831
0.9416833519935608,0.8894768357276917
