CNN layers: 3
"Kernels: [56, 112, 112]"
NN: 7
"Kernel dim: [3, 3]"
"Pool dim: [2, 2]"
Activation function: softplus
Training accuracy,Test accuracy
0.673966646194458,0.7796525359153748
0.8007333278656006,0.8095048069953918
0.8221499919891357,0.8160942196846008
0.832966685295105,0.8229832053184509
0.8432333469390869,0.8294728398323059
0.8513833284378052,0.8431509733200073
0.8579166531562805,0.8252795338630676
0.8622333407402039,0.8436501622200012
0.866433322429657,0.8534345030784607
0.8701333403587341,0.851138174533844
0.8733833432197571,0.8562300205230713
0.8768333196640015,0.8518370389938354
0.8809833526611328,0.8553314805030823
0.8839499950408936,0.8552316427230835
0.8854333162307739,0.863318681716919
0.8881833553314209,0.8640175461769104
0.8909500241279602,0.8658146858215332
0.8929333090782166,0.8648163080215454
0.8944500088691711,0.8623203039169312
0.8966166377067566,0.857627809047699
0.8983833193778992,0.8636181950569153
0.901283323764801,0.871505618095398
0.9011333584785461,0.8706070184707642
0.9038166403770447,0.8701078295707703
0.904783308506012,0.8651158213615417
0.9073833227157593,0.8639177083969116
0.9090333580970764,0.8706070184707642
0.910266637802124,0.867611825466156
0.9098833203315735,0.872404158115387
0.9129166603088379,0.8698083162307739
