CNN layers: 3
"Kernels: [14, 28, 56]"
NN: 9
"Kernel dim: [3, 3]"
"Pool dim: [2, 2]"
Activation function: sigmoid
Training accuracy,Test accuracy
0.5821666717529297,0.7393171191215515
0.7588499784469604,0.7642771601676941
0.7838166952133179,0.7839456796646118
0.8005666732788086,0.7933306694030762
0.8112166523933411,0.800319492816925
0.8181999921798706,0.817292332649231
0.8255333304405212,0.8132987022399902
0.8316333293914795,0.8152955174446106
0.8353000283241272,0.8254792094230652
0.8397499918937683,0.8300718665122986
0.8448500037193298,0.8260782957077026
0.8461666703224182,0.8325678706169128
0.8485999703407288,0.8388578295707703
0.8527666926383972,0.8357627987861633
0.8547666668891907,0.8430511355400085
0.8570166826248169,0.8440495133399963
0.8613499999046326,0.8448482155799866
0.8627499938011169,0.846345841884613
0.8674666881561279,0.8464456796646118
0.869866669178009,0.8519368767738342
0.8701000213623047,0.8577276468276978
0.8718833327293396,0.8431509733200073
0.8748666644096375,0.8515375256538391
0.8755999803543091,0.853734016418457
0.8772000074386597,0.8586261868476868
0.8800333142280579,0.8573282957077026
0.881600022315979,0.8574281334877014
0.8822500109672546,0.8552316427230835
0.8846333622932434,0.8632188439369202
0.8863833546638489,0.8625199794769287
