CNN layers: 2
"Kernels: [14, 28]"
NN: 3
"Kernel dim: [3, 3]"
"Pool dim: [2, 2]"
Activation function: sigmoid
Training accuracy,Test accuracy
0.6607833504676819,0.763079047203064
0.8129833340644836,0.811601459980011
0.8363833427429199,0.8316693305969238
0.8480499982833862,0.8373602032661438
0.8574333190917969,0.8465455174446106
0.8638333082199097,0.8596246242523193
0.8694499731063843,0.8558306694030762
0.8743666410446167,0.8663138747215271
0.8797833323478699,0.8631190061569214
0.8820666670799255,0.8686102032661438
0.8873000144958496,0.8727036714553833
0.8905666470527649,0.8739017844200134
0.8931333422660828,0.8738019466400146
0.8966833353042603,0.8769968152046204
0.897599995136261,0.8820886611938477
0.9005333185195923,0.8773961663246155
0.9037833213806152,0.8841853141784668
0.9059833288192749,0.884984016418457
0.9078166484832764,0.8924720287322998
0.9107666611671448,0.8916733264923096
0.9135833382606506,0.8867811560630798
0.9157999753952026,0.8904752135276794
0.9169166684150696,0.8850838541984558
0.9179333448410034,0.8909744620323181
0.9200999736785889,0.8958666324615479
0.922166645526886,0.8966653347015381
0.9235833287239075,0.8939696550369263
0.9254833459854126,0.8966653347015381
0.9278833270072937,0.8994608521461487
0.9291166663169861,0.8990615010261536
