Number of qubits: 7
Training set size: 512
Test set size: 512
Number of features: 10
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 75
Training accuracy,Test accuracy,Parameters
0.203125,0.21875,"[0.52278238 0.18907327 0.1841468  0.93910931 0.3016626  0.91580117
 0.93621561 0.68376785 0.81305957 0.57913754 0.02210956 0.46794064
 0.89849965 0.92440989 0.64988579 0.43105085 0.92391486 0.26606796
 0.48498015 0.9637324  0.76774754 0.04854387 0.66954537 0.79314494
 0.84962026 0.97954338 0.34500105 0.51320284 0.7842027  0.20974047
 0.89900023 0.08500397 0.69047064 0.15690446 0.71575962 0.75131317
 0.01557915 0.8544098  0.33776329 0.71850566 0.88410071 0.18075113
 0.45006561 0.05756921 0.09978267 0.00443428 0.17342867 0.31671004
 0.71627982 0.46912747 0.45414456 0.80756284 0.15015549 0.90467054
 0.56834702 0.31691667 0.63822021 0.35621357 0.53941692 0.25520063
 0.18785578 0.06619309 0.46442279 0.4691297  0.93045532 0.64839926
 0.99810248 0.60375672 0.60274614 0.30993039 0.713579   0.82264546
 0.91133772 0.33788291 0.7782914  0.32766833 0.34301095 0.29024614
 0.05546338 0.35522625 0.36125496 0.38761781 0.89964873 0.83516336
 0.8078796  0.22421952 0.51106541 0.34425143 0.06657352 0.49290237
 0.88370689 0.54362734 0.01558143 0.84897528 0.69399971 0.64793845
 0.40310122 0.3472983  0.50503072 0.91105146]"
0.42578125,0.453125,"[ 0.54291713  0.18907327  0.1841468   0.91897456  0.28152785  0.93593593
  0.91608086  0.68376785  0.79292482  0.57913754  0.04224431  0.46794064
  0.9186344   0.90427513  0.64988579  0.45118561  0.94404962  0.24593321
  0.5051149   0.94359765  0.74761279  0.06867862  0.66954537  0.81327969
  0.8294855   0.99967813  0.3248663   0.51320284  0.76406795  0.22987522
  0.89900023  0.08500397  0.71060539  0.13676971  0.69562487  0.75131317
 -0.0045556   0.87454455  0.33776329  0.73864041  0.90423546  0.20088588
  0.45006561  0.07770396  0.11991742 -0.01570047  0.17342867  0.31671004
  0.73641457  0.48926222  0.47427931  0.82769759  0.13002073  0.88453579
  0.54821227  0.31691667  0.65835496  0.37634832  0.55955168  0.27533538
  0.20799053  0.06619309  0.48455754  0.48926445  0.95059008  0.62826451
  0.99810248  0.58362197  0.60274614  0.33006514  0.73371375  0.80251071
  0.89120297  0.31774816  0.7782914   0.32766833  0.32287619  0.27011139
  0.03532863  0.3350915   0.38138971  0.36748306  0.89964873  0.81502861
  0.82801435  0.22421952  0.53120016  0.36438619  0.08670827  0.51303712
  0.90384165  0.5637621  -0.00455332  0.86911003  0.71413446  0.6680732
  0.38296647  0.3472983   0.50503072  0.93118621]"
0.373046875,0.4375,"[ 0.53986511  0.19212529  0.18109478  0.91592253  0.27847583  0.9328839
  0.91913288  0.68376785  0.79597684  0.57913754  0.04529634  0.47099267
  0.9186344   0.90122311  0.64683377  0.45423763  0.94710164  0.24288118
  0.50816692  0.94664968  0.75066481  0.0656266   0.67259739  0.81022766
  0.83253753  0.99967813  0.32791833  0.51320284  0.76406795  0.2268232
  0.90205226  0.088056    0.71365742  0.13982173  0.69562487  0.74826115
 -0.0045556   0.87454455  0.33776329  0.74169243  0.90423546  0.19783386
  0.44701359  0.08075599  0.11991742 -0.01570047  0.17648069  0.31365801
  0.73946659  0.49231425  0.47733133  0.82464557  0.12696871  0.88758781
  0.55126429  0.31386464  0.65530294  0.37940035  0.55955168  0.27228336
  0.2049385   0.06924511  0.48150552  0.49231647  0.95059008  0.62521248
  0.99810248  0.586674    0.60579816  0.32701311  0.73676578  0.79945868
  0.89425499  0.31469614  0.7782914   0.33072036  0.32592822  0.27011139
  0.03838066  0.33203947  0.38444174  0.37053508  0.89659671  0.81502861
  0.82801435  0.22727154  0.53425218  0.36133416  0.08365624  0.51303712
  0.90078962  0.56071007 -0.00455332  0.86911003  0.71108243  0.6680732
  0.38296647  0.35035033  0.50197869  0.93423824]"
0.39453125,0.4140625,"[ 0.52798251  0.19212529  0.19297737  0.91592253  0.27847583  0.94476649
  0.93101547  0.69565044  0.80785944  0.57913754  0.03341374  0.48287526
  0.93051699  0.9131057   0.65871636  0.46612022  0.93521905  0.24288118
  0.50816692  0.93476709  0.7625474   0.0656266   0.67259739  0.82211025
  0.82065494  1.01156072  0.33980092  0.52508543  0.77595054  0.23870579
  0.89016967  0.09993859  0.72554001  0.12793914  0.70750746  0.73637856
  0.00732699  0.88642714  0.33776329  0.75357502  0.89235287  0.18595127
  0.45889618  0.09263858  0.10803483 -0.02758306  0.1645981   0.30177542
  0.73946659  0.49231425  0.46544874  0.83652816  0.1388513   0.87570522
  0.55126429  0.30198205  0.65530294  0.36751776  0.55955168  0.27228336
  0.21682109  0.05736252  0.48150552  0.48043388  0.93870748  0.63709507
  0.99810248  0.59855659  0.60579816  0.31513052  0.74864837  0.78757609
  0.8823724   0.31469614  0.79017399  0.34260295  0.33781081  0.2582288
  0.02649807  0.32015688  0.38444174  0.38241767  0.9084793   0.80314602
  0.83989695  0.21538895  0.54613477  0.36133416  0.07177365  0.50115453
  0.91267221  0.56071007 -0.01643592  0.85722744  0.71108243  0.65619061
  0.37108388  0.35035033  0.51386128  0.93423824]"
0.35546875,0.359375,"[ 0.48677425  0.15091703  0.23418563  0.87471427  0.27847583  0.90355823
  0.93101547  0.69565044  0.76665117  0.53792928 -0.00779452  0.52408352
  0.97172525  0.95431397  0.65871636  0.50732849  0.89401078  0.28408945
  0.46695866  0.93476709  0.72133914  0.02441833  0.71380566  0.86331852
  0.77944667  1.05276899  0.33980092  0.52508543  0.73474227  0.27991405
  0.89016967  0.09993859  0.68433174  0.12793914  0.74871572  0.73637856
 -0.03388128  0.84521888  0.29655503  0.75357502  0.93356113  0.22715953
  0.41768792  0.13384684  0.06682657  0.0136252   0.12338984  0.34298369
  0.69825833  0.45110598  0.46544874  0.79531989  0.18005957  0.87570522
  0.55126429  0.34319031  0.61409467  0.36751776  0.51834341  0.31349162
  0.25802936  0.09857078  0.52271378  0.43922562  0.89749922  0.59588681
  0.99810248  0.55734832  0.5645899   0.27392226  0.74864837  0.74636783
  0.92358066  0.3559044   0.83138226  0.38381121  0.37901907  0.21702053
 -0.0147102   0.36136514  0.42565     0.38241767  0.86727103  0.80314602
  0.79868868  0.17418069  0.54613477  0.36133416  0.03056539  0.45994627
  0.95388048  0.56071007  0.02477235  0.89843571  0.66987417  0.61498234
  0.32987561  0.39155859  0.51386128  0.93423824]"
0.458984375,0.4296875,"[ 0.48677425  0.15091703  0.23418563  0.87210812  0.28108198  0.90095208
  0.92840933  0.69304429  0.76925732  0.53792928 -0.01040067  0.52147737
  0.9743314   0.95170782  0.66132251  0.50472234  0.89401078  0.28408945
  0.46956481  0.93216094  0.72394529  0.02181219  0.71119951  0.86592467
  0.78205282  1.05016284  0.34240707  0.52247928  0.73734842  0.27730791
  0.89016967  0.09733244  0.68693789  0.12533299  0.75132187  0.73377241
 -0.03388128  0.84782502  0.29394888  0.75618117  0.93616728  0.22455339
  0.41768792  0.13645299  0.06422042  0.01623135  0.12599599  0.34558983
  0.70086448  0.45110598  0.46544874  0.79531989  0.17745342  0.87309907
  0.55126429  0.34579646  0.61148853  0.36491161  0.51834341  0.31349162
  0.26063551  0.10117693  0.52531993  0.43922562  0.89749922  0.59849296
  0.99549633  0.55995447  0.56719605  0.27131611  0.75125452  0.74376168
  0.92097452  0.35851055  0.83138226  0.38120506  0.38162522  0.21702053
 -0.0147102   0.36136514  0.42304386  0.38502382  0.86466489  0.80053987
  0.79608253  0.17418069  0.54874092  0.35872801  0.02795924  0.45994627
  0.95648662  0.55810392  0.0273785   0.89843571  0.66987417  0.6123762
  0.33248176  0.38895244  0.51646743  0.93684438]"
0.447265625,0.44921875,"[ 0.48677425  0.10597387  0.18924248  0.82716496  0.32602513  0.94589524
  0.88346617  0.73798745  0.76925732  0.58287243 -0.05534382  0.47653422
  1.01927456  0.95170782  0.61637935  0.50472234  0.93895394  0.3290326
  0.42462165  0.93216094  0.76888844 -0.02313097  0.75614266  0.82098151
  0.82699598  1.00521968  0.34240707  0.52247928  0.73734842  0.23236475
  0.93511282  0.09733244  0.68693789  0.12533299  0.79626502  0.68882925
  0.01106188  0.80288187  0.29394888  0.71123801  0.89122412  0.22455339
  0.41768792  0.18139615  0.06422042  0.01623135  0.08105283  0.39053299
  0.65592132  0.49604914  0.5103919   0.84026305  0.13251026  0.82815592
  0.59620745  0.30085331  0.61148853  0.40985477  0.56328657  0.31349162
  0.21569235  0.05623377  0.57026309  0.39428246  0.94244238  0.5535498
  1.04043949  0.60489763  0.56719605  0.22637295  0.75125452  0.69881852
  0.96591767  0.31356739  0.83138226  0.33626191  0.33668206  0.26196369
  0.03023296  0.31642199  0.42304386  0.42996698  0.90960804  0.84548303
  0.84102569  0.12923753  0.50379777  0.31378486  0.0729024   0.45994627
  0.91154347  0.55810392 -0.01756466  0.94337886  0.62493101  0.65731935
  0.37742492  0.34400929  0.56141059  0.93684438]"
0.423828125,0.458984375,"[ 0.48677425  0.08742341  0.18924248  0.82716496  0.34457559  0.92734477
  0.88346617  0.71943699  0.78780778  0.58287243 -0.03679336  0.49508468
  1.03782502  0.97025828  0.59782889  0.48617188  0.92040348  0.31048214
  0.40607119  0.91361048  0.75033798 -0.04168143  0.75614266  0.82098151
  0.84554644  0.98666922  0.3238566   0.52247928  0.71879796  0.25091521
  0.95366328  0.1158829   0.68693789  0.12533299  0.79626502  0.68882925
 -0.00748858  0.7843314   0.31249934  0.71123801  0.90977458  0.20600292
  0.39913746  0.18139615  0.08277088  0.01623135  0.06250237  0.40908345
  0.63737086  0.47749868  0.5103919   0.82171259  0.15106072  0.82815592
  0.61475791  0.31940377  0.61148853  0.3913043   0.54473611  0.33204208
  0.23424281  0.03768331  0.58881355  0.375732    0.96099284  0.57210026
  1.05898995  0.58634716  0.58574651  0.20782249  0.75125452  0.69881852
  0.94736721  0.33211785  0.83138226  0.33626191  0.3181316   0.26196369
  0.0116825   0.33497245  0.42304386  0.41141651  0.92815851  0.86403349
  0.82247523  0.11068707  0.52234823  0.33233532  0.0729024   0.47849673
  0.93009393  0.53955346 -0.03611512  0.96192933  0.64348147  0.63876889
  0.39597538  0.32545882  0.54286013  0.95539485]"
0.470703125,0.482421875,"[ 0.48677425  0.08659517  0.18924248  0.82716496  0.34540383  0.92817301
  0.88429441  0.71943699  0.78697955  0.5820442  -0.03679336  0.49425645
  1.03782502  0.96943005  0.59865712  0.48617188  0.91957524  0.31131037
  0.40524295  0.91443871  0.75116621 -0.04250967  0.7569709   0.82180974
  0.84637467  0.98584099  0.3238566   0.52330752  0.71879796  0.25174345
  0.95449152  0.1158829   0.68610966  0.12450476  0.79543679  0.68882925
 -0.00666035  0.78350317  0.31332758  0.71206625  0.90894635  0.20517469
  0.39830922  0.18056791  0.08359912  0.01540311  0.0633306   0.40908345
  0.63654262  0.47832691  0.51122013  0.82254082  0.15023249  0.82732768
  0.61392967  0.31857553  0.61066029  0.3913043   0.54556434  0.33121385
  0.23507105  0.03851155  0.58964178  0.37490377  0.96099284  0.5729285
  1.05816171  0.58634716  0.58574651  0.20865073  0.75125452  0.69799029
  0.94653898  0.33294609  0.83221049  0.33709014  0.3181316   0.26113545
  0.0116825   0.33580068  0.42221562  0.41224475  0.92898674  0.86486173
  0.82164699  0.10985883  0.52317646  0.33150709  0.0729024   0.4776685
  0.93009393  0.53955346 -0.03694336  0.96110109  0.64430971  0.63876889
  0.39514714  0.32545882  0.54286013  0.95456661]"
0.4453125,0.44921875,"[ 0.44294648  0.13042295  0.23307025  0.82716496  0.3892316   0.88434524
  0.88429441  0.76326476  0.78697955  0.53821643  0.00703441  0.49425645
  0.99399725  1.01325782  0.59865712  0.4423441   0.87574747  0.2674826
  0.36141518  0.87061094  0.70733844 -0.04250967  0.71314313  0.86563752
  0.84637467  0.98584099  0.36768438  0.47947975  0.76262573  0.20791568
  0.91066375  0.07205513  0.72993743  0.16833253  0.83926456  0.73265702
 -0.05048812  0.82733094  0.26949981  0.66823848  0.95277412  0.20517469
  0.39830922  0.13674014  0.12742689  0.05923089  0.01950283  0.36525568
  0.59271485  0.52215468  0.5550479   0.82254082  0.10640472  0.82732768
  0.61392967  0.27474776  0.56683252  0.34747653  0.50173657  0.33121385
  0.27889882  0.08233932  0.58964178  0.41873154  1.00482061  0.61675627
  1.05816171  0.54251939  0.54191874  0.2524785   0.75125452  0.65416252
  0.99036675  0.37677386  0.87603826  0.29326237  0.36195937  0.30496323
  0.05551027  0.37962846  0.46604339  0.41224475  0.92898674  0.82103396
  0.77781922  0.06603106  0.47934869  0.28767931  0.0729024   0.4776685
  0.9739217   0.53955346 -0.08077113  1.00492886  0.64430971  0.63876889
  0.43897492  0.32545882  0.5866879   0.91073884]"
