Layers: 2
"Nodes: [784, 128]"
NN: 4
Activation function: softplus
Training accuracy,Test accuracy
0.8139833211898804,0.8409000039100647
0.8626499772071838,0.8568999767303467
0.8760333061218262,0.8675000071525574
0.8854166865348816,0.8680999875068665
0.891700029373169,0.8781999945640564
0.8974833488464355,0.8776999711990356
0.9019666910171509,0.8834999799728394
0.9077000021934509,0.8794000148773193
0.9112833142280579,0.8824999928474426
0.9135000109672546,0.8876000046730042
0.9169166684150696,0.8895999789237976
0.919866681098938,0.8906999826431274
0.9233499765396118,0.8935999870300293
0.9261500239372253,0.8878999948501587
0.9281333088874817,0.8884999752044678
0.9319499731063843,0.8878999948501587
0.9337666630744934,0.886900007724762
0.9366333484649658,0.8894000053405762
0.9381833076477051,0.8848999738693237
0.9386500120162964,0.8934999704360962
0.9416666626930237,0.8960000276565552
0.9424333572387695,0.8921999931335449
0.9438499808311462,0.8995000123977661
0.9467499852180481,0.8978999853134155
0.9480833411216736,0.8863000273704529
0.9494333267211914,0.8942000269889832
0.9497166872024536,0.8949999809265137
0.9518833160400391,0.8989999890327454
0.9523166418075562,0.8955000042915344
0.953000009059906,0.8939999938011169
0.9549000263214111,0.8995000123977661
0.9557999968528748,0.8962000012397766
0.9567999839782715,0.8960000276565552
0.9574333429336548,0.9027000069618225
0.9581166505813599,0.8930000066757202
0.9584166407585144,0.8880000114440918
0.9601166844367981,0.8845999836921692
0.9602833390235901,0.8948000073432922
0.9608666896820068,0.896399974822998
0.9611999988555908,0.8949000239372253
0.9634166955947876,0.8898000121116638
0.9623500108718872,0.901199996471405
0.963533341884613,0.89410001039505
0.9632999897003174,0.8985000252723694
0.9639666676521301,0.8960999846458435
0.9642833471298218,0.8998000025749207
0.9641000032424927,0.8960000276565552
0.965399980545044,0.8960000276565552
0.9663500189781189,0.8909000158309937
0.9665833115577698,0.9009000062942505
