Layers: 4
"Nodes: [784, 256, 128, 128]"
NN: 8
Activation function: softplus
Training accuracy,Test accuracy
0.7619500160217285,0.8302000164985657
0.8533666729927063,0.8476999998092651
0.8685666918754578,0.8648999929428101
0.879800021648407,0.8637999892234802
0.8860666751861572,0.871999979019165
0.8909500241279602,0.8759999871253967
0.8974666595458984,0.8726000189781189
0.9009166955947876,0.8741000294685364
0.9040666818618774,0.8729000091552734
0.9068166613578796,0.8827000260353088
0.9099666476249695,0.8804000020027161
0.9131666421890259,0.8877000212669373
0.9157833456993103,0.8881000280380249
0.9179499745368958,0.8866000175476074
0.9197166562080383,0.8910999894142151
0.9227333068847656,0.890500009059906
0.9251333475112915,0.8906999826431274
0.9275500178337097,0.8892999887466431
0.9290666580200195,0.8982999920845032
0.9314000010490417,0.8956000208854675
0.9333999752998352,0.891700029373169
0.9353333115577698,0.8898000121116638
0.9371166825294495,0.8913999795913696
0.9384666681289673,0.8883000016212463
0.93913334608078,0.8927000164985657
0.9401166439056396,0.8948000073432922
0.9427666664123535,0.8927000164985657
0.9433000087738037,0.8888999819755554
0.9440333247184753,0.8932999968528748
0.9450666904449463,0.89410001039505
0.9452666640281677,0.8963000178337097
0.9459333419799805,0.8896999955177307
0.9485833048820496,0.8946999907493591
0.9487333297729492,0.8937000036239624
0.9492999911308289,0.8937000036239624
0.9498500227928162,0.8892999887466431
0.9512333273887634,0.8952000141143799
0.951533317565918,0.89410001039505
0.9529833197593689,0.8995000123977661
0.9534500241279602,0.8924000263214111
0.9540500044822693,0.8967999815940857
0.9544000029563904,0.8952999711036682
0.9548166394233704,0.8956999778747559
0.9564999938011169,0.892799973487854
0.9566166400909424,0.8945000171661377
0.9570000171661377,0.8830000162124634
0.9556333422660828,0.8989999890327454
0.9584833383560181,0.8932999968528748
0.958816647529602,0.8956999778747559
0.9587500095367432,0.8826000094413757
