Number of qubits: 5
Training set size: 512
Test set size: 512
Number of features: 10
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 75
Training accuracy,Test accuracy,Parameters
0.416015625,0.4375,"[ 0.14032918  0.29431465  0.74641489  0.97464332  0.5758242   0.92218857
  0.09772413  0.97427763  0.29415299  0.69013882  0.23515952  0.5013444
  0.83367422  0.36371069  0.02000416  0.48995975  0.31305295  0.32319463
  0.39292478  0.00555743  0.48447455  0.01482064  0.03803046  0.45412217
  0.57255165  0.41807347  0.41309578  0.44983036  0.53443439  0.56019256
  0.65510854  0.65058624  0.02611246  0.77005096  0.49021296  0.49137368
  0.31578175  0.62645831  0.80365227  0.54303641  0.07171248  0.11192755
  0.85329896  0.69023908  0.82485995  0.49092963  0.29847054  0.93829007
  0.11363333  0.66877376  0.88998762  0.42371452  0.69874826  0.27401304
  0.21623544  0.18125695  0.928697    0.65358562  0.59234467  0.68729467
  0.93622943  0.77614585  0.1122135   0.03203907  0.01348888  0.15900555
  0.46170357  0.49582923  0.4661332   0.67431506  0.1686851   0.06361775
 -0.0040547   0.23465652  0.69002762  0.79007021  0.72408414  0.35066116
  0.57052774  0.38132097  0.02671887  0.64356584  0.33623148  0.28928119
  0.72575248  0.92051706  0.28673388  0.91853946  0.48637909  0.07149966
  0.46779989  0.31268343  0.15110867  0.88002257  0.92682952  0.30556355
  0.08496663  0.30507749  0.56133422  0.15886615]"
0.474609375,0.412109375,"[ 0.13778878  0.29685506  0.7489553   0.97210291  0.57328379  0.91964816
  0.10026454  0.97427763  0.29415299  0.69267923  0.23261911  0.50388481
  0.83113381  0.3662511   0.02254457  0.48995975  0.31559336  0.32065422
  0.39038437  0.00809784  0.48447455  0.01736105  0.03803046  0.45412217
  0.57001124  0.41553306  0.41563619  0.44983036  0.53189398  0.56273297
  0.65764895  0.64804583  0.02865287  0.76751055  0.48767255  0.49137368
  0.31832216  0.62899872  0.80111186  0.54303641  0.07425289  0.11446796
  0.85329896  0.69277948  0.82740036  0.49347004  0.29847054  0.93574966
  0.11109292  0.67131417  0.89252802  0.42117411  0.70128867  0.27147263
  0.21623544  0.17871654  0.93123741  0.65358562  0.58980426  0.68983508
  0.93876984  0.77614585  0.10967309  0.02949866  0.01602929  0.16154596
  0.46424398  0.49328882  0.46867361  0.67177465  0.16614469  0.06615816
 -0.0040547   0.23719693  0.68748721  0.79007021  0.72662455  0.35320157
  0.56798733  0.38132097  0.02671887  0.64610625  0.33623148  0.28928119
  0.72575248  0.92305747  0.28419347  0.91853946  0.4889195   0.07404007
  0.46525948  0.31014302  0.15110867  0.87748216  0.92428911  0.30810396
  0.08242622  0.3076179   0.56133422  0.15886615]"
0.314453125,0.275390625,"[ 0.13355856  0.30108527  0.74472509  0.97210291  0.56905358  0.91541794
  0.10449476  0.97004742  0.28992278  0.69267923  0.23684932  0.4996546
  0.8269036   0.3662511   0.01831436  0.49418996  0.31559336  0.31642401
  0.38615416  0.01232805  0.48870476  0.02159126  0.03380025  0.45835238
  0.57001124  0.41976328  0.41986641  0.44560015  0.53612419  0.56696318
  0.65764895  0.64381562  0.03288308  0.76328034  0.49190276  0.4956039
  0.32255237  0.6247685   0.79688165  0.53880619  0.07002268  0.11023775
  0.85752917  0.68854927  0.82740036  0.49347004  0.29424033  0.93574966
  0.11109292  0.66708396  0.89675824  0.42117411  0.69705845  0.27147263
  0.21200523  0.18294675  0.93546762  0.65781583  0.58557405  0.69406529
  0.93876984  0.78037606  0.10544288  0.02949866  0.01179908  0.15731575
  0.46424398  0.49328882  0.47290382  0.67600486  0.16191448  0.06192795
 -0.0040547   0.23296671  0.68748721  0.78584     0.73085476  0.35320157
  0.56798733  0.38555118  0.03094908  0.65033646  0.33623148  0.28928119
  0.72998269  0.92728769  0.28842368  0.91853946  0.49314972  0.06980986
  0.46102927  0.31437323  0.14687846  0.88171237  0.9200589   0.30387374
  0.07819601  0.31184811  0.56133422  0.15886615]"
0.462890625,0.408203125,"[1.65620024e-01 3.01085274e-01 7.12663631e-01 9.40041452e-01
 5.36992117e-01 8.83356483e-01 1.04494757e-01 1.00210888e+00
 2.89922780e-01 7.24740689e-01 2.36849319e-01 4.67593136e-01
 7.94842141e-01 3.34189640e-01 1.83143593e-02 4.62128498e-01
 3.47654818e-01 2.84362548e-01 3.86154163e-01 1.23280537e-02
 4.56643297e-01 5.36527213e-02 1.73878899e-03 4.90413839e-01
 6.02072698e-01 4.19763276e-01 3.87804945e-01 4.13538687e-01
 5.04062733e-01 5.34901723e-01 6.89710407e-01 6.11754157e-01
 8.21619311e-04 7.31218878e-01 4.91902759e-01 5.27665358e-01
 3.54613832e-01 6.56829965e-01 7.64820187e-01 5.06744733e-01
 3.79612172e-02 1.10237746e-01 8.25467710e-01 6.88549273e-01
 7.95338896e-01 4.93470039e-01 2.62178864e-01 9.03688199e-01
 1.43154381e-01 6.67083958e-01 8.64696775e-01 3.89112652e-01
 6.97058453e-01 3.03534092e-01 2.44066692e-01 2.15008214e-01
 9.03406159e-01 6.89877293e-01 5.53512591e-01 6.62003833e-01
 9.06708382e-01 7.80376064e-01 1.05442876e-01 6.15601199e-02
 4.38605372e-02 1.25254285e-01 4.32182521e-01 4.93288819e-01
 4.40842358e-01 6.43943403e-01 1.29853021e-01 2.98664887e-02
 2.80067590e-02 2.65028175e-01 6.87487211e-01 7.53778540e-01
 7.62916222e-01 3.21140109e-01 5.35925865e-01 3.85551184e-01
 6.30105430e-02 6.50336457e-01 3.68292946e-01 3.21342648e-01
 7.62044151e-01 9.27287686e-01 2.88423680e-01 9.50600925e-01
 5.25211176e-01 3.77484010e-02 4.93090730e-01 2.82311773e-01
 1.14816997e-01 8.81712370e-01 9.20058901e-01 3.35935205e-01
 1.10257470e-01 3.11848113e-01 5.93395685e-01 1.90927606e-01]"
0.349609375,0.337890625,"[ 2.60974626e-01  3.96439876e-01  6.17309029e-01  1.03539605e+00
  6.32346719e-01  9.78711085e-01  9.14015463e-03  1.00210888e+00
  1.94568178e-01  6.29386087e-01  1.41494717e-01  3.72238534e-01
  6.99487539e-01  3.34189640e-01 -7.70402427e-02  5.57483100e-01
  2.52300216e-01  2.84362548e-01  4.81508765e-01  1.07682656e-01
  4.56643297e-01  1.49007323e-01 -9.36158130e-02  3.95059237e-01
  5.06718096e-01  5.15117878e-01  4.83159547e-01  3.18184085e-01
  5.04062733e-01  4.39547121e-01  7.85065009e-01  5.16399555e-01
  8.21619311e-04  8.26573480e-01  4.91902759e-01  4.32310756e-01
  2.59259230e-01  7.52184567e-01  6.69465585e-01  5.06744733e-01
  1.33315819e-01  2.05592348e-01  7.30113108e-01  7.83903875e-01
  7.95338896e-01  4.93470039e-01  2.62178864e-01  9.03688199e-01
  1.43154381e-01  5.71729356e-01  8.64696775e-01  3.89112652e-01
  6.97058453e-01  2.08179490e-01  3.39421294e-01  1.19653612e-01
  8.08051557e-01  7.85231895e-01  6.48867193e-01  7.57358435e-01
  9.06708382e-01  8.75730666e-01  1.05442876e-01  6.15601199e-02
  1.39215139e-01  2.20608887e-01  5.27537123e-01  5.88643421e-01
  4.40842358e-01  7.39298005e-01  3.44984191e-02  1.25221091e-01
 -6.73478430e-02  2.65028175e-01  6.87487211e-01  8.49133142e-01
  7.62916222e-01  2.25785507e-01  6.31280467e-01  2.90196582e-01
 -3.23440591e-02  7.45691059e-01  3.68292946e-01  2.25988046e-01
  8.57398753e-01  8.31933084e-01  3.83778282e-01  8.55246323e-01
  4.29856574e-01 -5.76062010e-02  5.88445332e-01  1.86957171e-01
  2.10171599e-01  9.77066972e-01  8.24704299e-01  3.35935205e-01
  1.49028684e-02  4.07202715e-01  4.98041083e-01  9.55730044e-02]"
0.287109375,0.310546875,"[ 0.26097463  0.38597196  0.62777695  1.04586397  0.63234672  0.989179
  0.01960807  1.01257679  0.20503609  0.61891817  0.15196263  0.36177062
  0.69948754  0.34465756 -0.08750816  0.54701518  0.25230022  0.27389463
  0.48150876  0.09721474  0.4566433   0.14900732 -0.10408373  0.39505924
  0.51718601  0.5255858   0.49362746  0.31818408  0.50406273  0.4290792
  0.77459709  0.52686747  0.01128954  0.81610556  0.48143484  0.42184284
  0.25925923  0.74171665  0.6799335   0.49627682  0.13331582  0.21606026
  0.73011311  0.79437179  0.7953389   0.48300212  0.25171095  0.91415612
  0.1536223   0.58219727  0.86469678  0.39958057  0.69705845  0.21864741
  0.32895338  0.13012153  0.81851947  0.78523189  0.65933511  0.76782635
  0.89624047  0.88619858  0.09497496  0.06156012  0.14968306  0.21014097
  0.53800504  0.5781755   0.43037444  0.72883009  0.04496634  0.12522109
 -0.06734784  0.27549609  0.68748721  0.84913314  0.77338414  0.21531759
  0.64174838  0.27972867 -0.02187614  0.75615898  0.37876086  0.23645596
  0.84693084  0.842401    0.37331037  0.85524632  0.41938866 -0.06807412
  0.59891325  0.19742509  0.2101716   0.98753489  0.83517222  0.3359352
  0.00443495  0.3967348   0.48757317  0.10604092]"
0.296875,0.291015625,"[ 0.28415976  0.38597196  0.65096208  1.0690491   0.65553185  0.96599387
  0.01960807  1.03576193  0.22822123  0.59573304  0.1287775   0.36177062
  0.72267267  0.34465756 -0.11069329  0.54701518  0.25230022  0.29707976
  0.5046939   0.12039987  0.43345816  0.12582219 -0.10408373  0.41824437
  0.49400088  0.54877093  0.5168126   0.29499895  0.4808776   0.40589407
  0.77459709  0.52686747 -0.0118956   0.79292043  0.50461998  0.44502797
  0.25925923  0.74171665  0.65674837  0.51946195  0.11013069  0.2392454
  0.75329824  0.81755692  0.81852403  0.45981699  0.25171095  0.89097098
  0.13043716  0.58219727  0.88788191  0.39958057  0.67387332  0.24183254
  0.30576824  0.1069364   0.79533434  0.78523189  0.68252024  0.79101148
  0.9194256   0.86301345  0.07178983  0.06156012  0.14968306  0.2333261
  0.51481991  0.60136064  0.40718931  0.72883009  0.06815147  0.12522109
 -0.09053298  0.29868123  0.71067234  0.84913314  0.79656927  0.21531759
  0.61856325  0.27972867 -0.02187614  0.73297384  0.401946    0.21327083
  0.8237457   0.81921587  0.3964955   0.83206119  0.39620352 -0.06807412
  0.57572812  0.22061022  0.23335673  0.96434976  0.81198708  0.3359352
 -0.01875018  0.41991993  0.46438803  0.08285579]"
0.369140625,0.310546875,"[ 0.2302858   0.43984592  0.59708812  1.12292306  0.65553185  0.91211991
 -0.03426589  0.98188797  0.17434727  0.59573304  0.07490354  0.41564458
  0.72267267  0.2907836  -0.05681933  0.49314122  0.19842626  0.29707976
  0.45081994  0.12039987  0.43345816  0.12582219 -0.15795769  0.36437041
  0.44012692  0.60264489  0.5168126   0.34887291  0.53475156  0.35202011
  0.77459709  0.47299351 -0.06576956  0.73904647  0.55849393  0.44502797
  0.31313319  0.79559061  0.65674837  0.51946195  0.16400464  0.18537144
  0.69942428  0.76368297  0.87239799  0.40594303  0.19783699  0.83709702
  0.13043716  0.63607123  0.94175587  0.34570661  0.72774728  0.24183254
  0.25189429  0.1069364   0.8492083   0.73135794  0.7363942   0.79101148
  0.97329956  0.80913949  0.01791587  0.11543408  0.20355701  0.28720006
  0.51481991  0.6552346   0.46106327  0.67495613  0.12202543  0.17909505
 -0.09053298  0.24480727  0.65679839  0.9030071   0.85044323  0.16144363
  0.56468929  0.27972867 -0.0757501   0.67909988  0.34807204  0.15939687
  0.8237457   0.76534191  0.3964955   0.77818723  0.45007748 -0.01420016
  0.57572812  0.16673626  0.23335673  1.01822371  0.86586104  0.3359352
  0.03512378  0.41991993  0.51826199  0.13672975]"
0.267578125,0.265625,"[ 0.20308933  0.43984592  0.62428459  1.09572659  0.68272833  0.91211991
 -0.00706941  1.00908444  0.20154374  0.56853656  0.10210002  0.3884481
  0.72267267  0.26358712 -0.02962286  0.46594475  0.22562273  0.26988329
  0.45081994  0.0932034   0.40626169  0.12582219 -0.18515416  0.36437041
  0.46732339  0.57544841  0.5168126   0.34887291  0.50755509  0.37921659
  0.77459709  0.50018999 -0.03857308  0.71185     0.58569041  0.44502797
  0.28593672  0.76839414  0.65674837  0.51946195  0.16400464  0.18537144
  0.72662076  0.73648649  0.89959446  0.37874656  0.19783699  0.83709702
  0.10324069  0.6632677   0.94175587  0.37290308  0.75494375  0.21463607
  0.22469781  0.07973992  0.87640477  0.70416146  0.70919773  0.81820796
  0.94610308  0.78194302  0.04511234  0.11543408  0.23075349  0.31439654
  0.54201638  0.68243107  0.48825974  0.64775966  0.09482895  0.17909505
 -0.11772945  0.27200374  0.65679839  0.93020357  0.82324676  0.13424716
  0.53749282  0.25253219 -0.10294657  0.67909988  0.32087556  0.1322004
  0.8237457   0.79253838  0.36929903  0.8053837   0.42288101 -0.04139663
  0.54853164  0.16673626  0.26055321  1.01822371  0.89305751  0.30873873
  0.06232025  0.41991993  0.49106552  0.16392622]"
0.279296875,0.26953125,"[ 0.21596965  0.4269656   0.63716491  1.10860691  0.69560864  0.92500023
 -0.01994973  1.02196476  0.18866342  0.55565624  0.0892197   0.3884481
  0.73555299  0.27646744 -0.01674254  0.47882507  0.23850305  0.25700297
  0.46370026  0.10608372  0.41914201  0.11294187 -0.19803448  0.36437041
  0.48020371  0.57544841  0.5168126   0.33599259  0.5204354   0.37921659
  0.78747741  0.48730967 -0.03857308  0.72473032  0.58569041  0.43214765
  0.28593672  0.75551382  0.64386805  0.51946195  0.15112433  0.18537144
  0.73950107  0.73648649  0.91247478  0.37874656  0.18495667  0.82421671
  0.10324069  0.67614802  0.95463619  0.36002276  0.74206343  0.20175575
  0.22469781  0.09262024  0.86352445  0.71704178  0.69631741  0.80532764
  0.94610308  0.7690627   0.05799266  0.11543408  0.21787317  0.31439654
  0.5548967   0.68243107  0.47537942  0.63487934  0.08194864  0.19197537
 -0.13060977  0.28488406  0.65679839  0.94308389  0.81036644  0.13424716
  0.55037314  0.25253219 -0.10294657  0.6919802   0.32087556  0.14508072
  0.8237457   0.77965806  0.35641871  0.81826402  0.43576133 -0.02851631
  0.53565132  0.17961658  0.27343352  1.0053434   0.8801772   0.32161905
  0.07520057  0.43280025  0.49106552  0.1510459 ]"
