Number of qubits: 5
Training set size: 512
Test set size: 512
Number of features: 10
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 75
Training accuracy,Test accuracy,Parameters
0.216796875,0.1875,"[ 0.35816784  0.6348344   0.92366422  0.3050905   0.67165576  0.26173926
  0.15686579  0.57385302  0.84657749  0.84852126  0.56045002  1.03947341
  0.64785964 -0.0610301   0.26808163  0.63162164  0.96875816  0.97889438
  0.15832567  0.51560064  0.66835063  0.96291102  1.00925685  0.79737215
  0.6711308   0.34800861  0.90546506  0.71949602  0.93378823  0.674281
  0.07850201  0.07991691  0.45872702  0.9221299   0.10079738  0.06856293
  0.66853437  0.66595185  0.24815707  0.39867235  0.21405772 -0.0448014
  0.5149918   0.45605983  0.26804764  0.73159036  0.74045419  0.70967271
  0.90422468  0.71122589  0.73339828  0.29837407  0.74210772  0.95182871
  0.73660491  0.89079295  0.3014002   0.08360503  0.19346096  0.39039137
  0.57876267  0.56291111  0.83346011  0.17060665  0.37647419  0.73679886
  0.71054912  0.88425979  0.68127304  0.6912617   0.27676654  0.52178102
  0.07353919  0.55576691  0.26075827  0.08205173  0.08528351  0.11827701
  0.95654964  0.26965779  0.28829509  0.57005871  0.12546571  0.67017005
  0.01336344  0.51785603  0.74251759  0.50575582  0.24907885  0.43460869
  0.15329485  0.79231503  0.22858673  0.61130208  0.40591626  0.84658429
  0.4667354   0.99556365  0.5328741   0.39051946]"
0.33203125,0.255859375,"[ 3.58167844e-01  6.95230353e-01  9.84060171e-01  2.44694548e-01
  7.32051712e-01  2.61739258e-01  1.56865795e-01  5.13457061e-01
  9.06973449e-01  7.88125307e-01  6.20845974e-01  9.79077453e-01
  5.87463687e-01 -6.34144875e-04  2.68081629e-01  5.71225680e-01
  9.68758156e-01  9.78894379e-01  2.18721626e-01  4.55204680e-01
  6.07954676e-01  1.02330698e+00  1.06965280e+00  7.97372149e-01
  7.31526755e-01  4.08404566e-01  9.65861013e-01  7.79891974e-01
  9.94184183e-01  7.34676956e-01  1.38897968e-01  1.40312869e-01
  3.98331062e-01  9.82525854e-01  4.04014216e-02  8.16697005e-03
  7.28930329e-01  6.05555892e-01  1.87761112e-01  3.38276398e-01
  2.74453680e-01 -1.05197357e-01  5.75387757e-01  5.16455781e-01
  2.07651689e-01  7.31590358e-01  8.00850148e-01  7.70068668e-01
  8.43828725e-01  6.50829936e-01  7.93794237e-01  3.58770023e-01
  6.81711759e-01  1.01222467e+00  7.36604914e-01  9.51188909e-01
  3.61796152e-01  2.32090738e-02  1.33065003e-01  3.90391367e-01
  5.78762673e-01  6.23307065e-01  7.73064154e-01  1.70606647e-01
  3.76474191e-01  7.97194816e-01  6.50153165e-01  8.84259786e-01
  6.81273035e-01  7.51657658e-01  3.37162495e-01  5.21781025e-01
  1.31432317e-02  6.16162864e-01  2.00362311e-01  2.16557726e-02
  2.48875564e-02  5.78810555e-02  8.96153687e-01  2.09261831e-01
  2.27899130e-01  5.09662759e-01  1.25465707e-01  7.30566004e-01
 -4.70325112e-02  5.17856033e-01  7.42517595e-01  4.45359861e-01
  2.49078852e-01  4.95004645e-01  2.13690807e-01  8.52710986e-01
  2.88982683e-01  6.11302081e-01  4.05916258e-01  8.46584288e-01
  4.66735398e-01  9.95563648e-01  5.93270059e-01  4.50915415e-01]"
0.255859375,0.26953125,"[ 0.3987426   0.65465559  0.98406017  0.24469455  0.73205171  0.26173926
  0.19744055  0.55403182  0.86639869  0.74755055  0.58027122  0.93850269
  0.62803845  0.03994061  0.30865639  0.53065092  1.00933291  0.93831962
  0.25929638  0.49577944  0.64852943  1.02330698  1.0696528   0.75679739
  0.73152675  0.40840457  0.96586101  0.82046673  0.95360942  0.73467696
  0.17947273  0.18088763  0.43890582  0.9419511   0.08097618  0.04874173
  0.76950509  0.56498113  0.14718635  0.29770164  0.27445368 -0.14577212
  0.534813    0.55703054  0.20765169  0.6910156   0.84142491  0.77006867
  0.84382873  0.61025518  0.75321948  0.35877002  0.72228652  1.05279942
  0.69603016  0.91061415  0.40237091 -0.01736568  0.133065    0.34981661
  0.57876267  0.66388182  0.7324894   0.13003189  0.41704895  0.83776957
  0.69072792  0.92483454  0.64069828  0.75165766  0.3371625   0.48120627
 -0.02743153  0.57558811  0.20036231 -0.01891899  0.06546231  0.0173063
  0.93672845  0.20926183  0.26847389  0.50966276  0.08489095  0.68999125
 -0.08760727  0.55843079  0.70194284  0.4047851   0.28965361  0.49500464
  0.17311605  0.89328574  0.32955744  0.61130208  0.44649102  0.88715905
  0.42616064  0.99556365  0.5526953   0.41034066]"
0.2421875,0.263671875,"[ 0.36085737  0.61677036  1.02194541  0.24469455  0.69416648  0.29962449
  0.15955532  0.55403182  0.90428393  0.78543578  0.54238598  0.93850269
  0.66592368  0.00205538  0.27077115  0.53065092  1.04721815  0.90043438
  0.22141115  0.53366467  0.6106442   1.06119221  1.0696528   0.71891215
  0.69364152  0.37051933  0.96586101  0.85835197  0.91572419  0.77256219
  0.21735796  0.21877286  0.40102058  0.9419511   0.11886142  0.01085649
  0.80739032  0.60286637  0.18507159  0.33558688  0.23656844 -0.18365735
  0.49692776  0.59491577  0.20765169  0.72890084  0.84142491  0.73218343
  0.80594349  0.57236994  0.71533424  0.32088479  0.72228652  1.05279942
  0.73391539  0.91061415  0.44025615  0.02051955  0.09517977  0.34981661
  0.61664791  0.62599659  0.69460416  0.16791713  0.37916371  0.87565481
  0.72861316  0.88694931  0.60281304  0.75165766  0.29927726  0.48120627
  0.01045371  0.53770287  0.20036231 -0.01891899  0.10334755  0.0173063
  0.89884321  0.1713766   0.23058865  0.47177752  0.04700571  0.68999125
 -0.04972203  0.55843079  0.73982807  0.4047851   0.28965361  0.53288988
  0.13523081  0.85540051  0.32955744  0.64918732  0.40860578  0.88715905
  0.3882754   1.03344888  0.5526953   0.37245542]"
0.224609375,0.2734375,"[ 0.32341772  0.65421001  1.05938506  0.2072549   0.69416648  0.26218485
  0.12211567  0.51659217  0.94172357  0.82287543  0.57982563  0.90106305
  0.62848403 -0.03538427  0.2333315   0.49321127  1.04721815  0.90043438
  0.1839715   0.53366467  0.64808385  1.06119221  1.03221315  0.7563518
  0.65620187  0.33307968  0.96586101  0.89579162  0.87828454  0.73512254
  0.21735796  0.21877286  0.40102058  0.9419511   0.15630106  0.04829614
  0.80739032  0.64030602  0.18507159  0.37302652  0.27400809 -0.1462177
  0.45948811  0.55747613  0.20765169  0.69146119  0.80398526  0.76962308
  0.84338314  0.60980959  0.75277389  0.32088479  0.68484687  1.01535978
  0.77135504  0.91061415  0.4028165  -0.0169201   0.05774012  0.38725626
  0.65408756  0.58855694  0.65716451  0.13047748  0.37916371  0.83821516
  0.76605281  0.84950966  0.56537339  0.78909731  0.26183761  0.48120627
  0.01045371  0.57514252  0.23780196  0.01852066  0.10334755  0.05474595
  0.86140356  0.20881624  0.2680283   0.47177752  0.00956606  0.6525516
 -0.04972203  0.59587044  0.73982807  0.44222475  0.28965361  0.49545023
  0.17267046  0.85540051  0.29211779  0.61174767  0.44604543  0.92459869
  0.3882754   0.99600924  0.59013495  0.40989507]"
0.248046875,0.275390625,"[ 0.33827681  0.63935091  1.07424415  0.22211399  0.70902557  0.27704394
  0.12211567  0.53145127  0.92686448  0.80801634  0.57982563  0.91592214
  0.64334313 -0.02052518  0.2333315   0.49321127  1.03235906  0.91529348
  0.19883059  0.53366467  0.64808385  1.07605131  1.03221315  0.7712109
  0.64134278  0.33307968  0.95100192  0.88093252  0.87828454  0.74998164
  0.23221706  0.20391377  0.41587968  0.95681019  0.17116016  0.04829614
  0.82224942  0.62544692  0.1702125   0.38788562  0.28886719 -0.1610768
  0.45948811  0.57233522  0.19279259  0.67660209  0.78912616  0.78448218
  0.82852404  0.62466869  0.76763299  0.33574388  0.69970596  1.00050068
  0.77135504  0.91061415  0.41767559 -0.0169201   0.05774012  0.37239716
  0.66894665  0.60341603  0.64230542  0.14533657  0.39402281  0.82335607
  0.7809119   0.84950966  0.5505143   0.8039564   0.27669671  0.48120627
 -0.00440538  0.57514252  0.25266105  0.01852066  0.08848846  0.03988685
  0.87626266  0.19395715  0.28288739  0.47177752  0.02442516  0.6525516
 -0.03486294  0.61072953  0.72496898  0.45708385  0.28965361  0.49545023
  0.15781137  0.8702596   0.2772587   0.61174767  0.46090452  0.93945779
  0.37341631  1.01086833  0.59013495  0.39503598]"
0.2578125,0.25390625,"[ 0.30709343  0.60816753  1.04306077  0.22211399  0.74020896  0.30822732
  0.15329905  0.56263465  0.8956811   0.83919972  0.61100901  0.94710553
  0.61215974 -0.05170856  0.26451489  0.52439466  1.06354244  0.94647686
  0.19883059  0.50248129  0.64808385  1.07605131  1.06339654  0.80239428
  0.61015939  0.33307968  0.9821853   0.84974914  0.87828454  0.78116502
  0.26340044  0.20391377  0.44706306  0.92562681  0.20234354  0.01711276
  0.79106603  0.59426354  0.13902911  0.419069    0.32005057 -0.19226018
  0.45948811  0.54115184  0.22397598  0.67660209  0.78912616  0.75329879
  0.79734066  0.65585207  0.7364496   0.36692727  0.69970596  1.03168407
  0.74017166  0.87943077  0.41767559 -0.04810348  0.02655673  0.40358055
  0.70013004  0.57223265  0.61112203  0.14533657  0.36283942  0.85453945
  0.74972852  0.81832628  0.5505143   0.83513979  0.27669671  0.45002288
 -0.03558877  0.57514252  0.28384444  0.01852066  0.11967184  0.03988685
  0.90744604  0.19395715  0.31407078  0.44059414  0.02442516  0.6525516
 -0.06604632  0.57954615  0.72496898  0.45708385  0.32083699  0.52663362
  0.18899475  0.8702596   0.24607531  0.58056428  0.42972114  0.93945779
  0.34223292  0.97968495  0.55895156  0.42621936]"
0.2578125,0.2734375,"[ 3.59684403e-01  5.55576551e-01  1.09565174e+00  2.22113995e-01
  7.40208956e-01  3.60818301e-01  2.05890030e-01  6.15225626e-01
  8.43090119e-01  7.86608747e-01  6.11009013e-01  9.47105526e-01
  5.59568766e-01  8.82414843e-04  3.17105864e-01  5.24394658e-01
  1.11613342e+00  9.46476864e-01  1.46239618e-01  5.02481289e-01
  7.00674823e-01  1.12864228e+00  1.11598751e+00  7.49803306e-01
  6.62750367e-01  3.85670658e-01  9.29594327e-01  8.49749137e-01
  8.25693564e-01  7.81165023e-01  2.10809465e-01  2.56504745e-01
  4.47063064e-01  8.73035829e-01  1.49752567e-01  6.97037317e-02
  7.38475056e-01  5.94263539e-01  1.39029111e-01  4.19069004e-01
  3.72641548e-01 -1.39669206e-01  4.06897138e-01  5.93742813e-01
  1.71385003e-01  6.24011117e-01  8.41717139e-01  8.05889767e-01
  7.97340658e-01  7.08443047e-01  6.83858625e-01  4.19518243e-01
  7.52296940e-01  9.79093090e-01  7.40171655e-01  8.26839790e-01
  4.17675593e-01 -4.81034815e-02  7.91477102e-02  3.50989571e-01
  7.00130037e-01  6.24823625e-01  6.63713009e-01  9.27455954e-02
  3.62839423e-01  8.01948476e-01  6.97137541e-01  7.65735299e-01
  6.03105275e-01  7.82548809e-01  2.24105729e-01  5.02613858e-01
 -8.81797462e-02  6.27733495e-01  2.83844439e-01 -3.40703134e-02
  6.70808643e-02  9.24778276e-02  9.60037017e-01  1.41366173e-01
  3.14070780e-01  4.93185114e-01  7.70161359e-02  7.05142574e-01
 -1.18637300e-01  5.26955172e-01  7.77559955e-01  4.04492870e-01
  2.68246018e-01  4.74042641e-01  1.36403776e-01  9.22850579e-01
  2.46075313e-01  6.33155260e-01  4.29721138e-01  8.86866813e-01
  3.42232925e-01  9.79684945e-01  6.11542541e-01  4.78810336e-01]"
0.30078125,0.291015625,"[ 0.26962105  0.46551319  1.09565174  0.13205064  0.6501456   0.3608183
  0.11582667  0.52516227  0.75302676  0.78660875  0.70107237  0.85704217
  0.64963212  0.09094577  0.40716922  0.4343313   1.20619677  1.03654022
  0.23630297  0.59254465  0.79073818  1.12864228  1.02592416  0.74980331
  0.75281372  0.2956073   1.01965768  0.84974914  0.82569356  0.78116502
  0.21080947  0.3465681   0.53712642  0.87303583  0.23981592 -0.02035963
  0.82853841  0.6843269   0.04896575  0.50913236  0.46270491 -0.13966921
  0.31683378  0.68380617  0.26144836  0.62401112  0.75165378  0.71582641
  0.88740402  0.7985064   0.59379527  0.41951824  0.8423603   1.06915645
  0.6501083   0.73677643  0.32761224  0.04195988  0.07914771  0.44105293
  0.79019339  0.53476027  0.75377637  0.00268224  0.36283942  0.80194848
  0.7872009   0.67567194  0.51304192  0.69248545  0.31416909  0.4125505
  0.00188361  0.53767014  0.19378108  0.05599304  0.15714422  0.18254118
  0.86997366  0.05130282  0.22400742  0.49318511  0.07701614  0.70514257
 -0.1186373   0.52695517  0.86762331  0.49455623  0.26824602  0.564106
  0.22646713  1.01291394  0.33613867  0.63315526  0.42972114  0.79680346
  0.34223292  0.88962159  0.52147918  0.38874698]"
0.24609375,0.244140625,"[ 0.24270437  0.49242987  1.06873507  0.10513396  0.67706227  0.33390163
  0.08891     0.49824559  0.77994344  0.75969207  0.72798905  0.88395884
  0.6765488   0.09094577  0.40716922  0.4343313   1.1792801   1.0634569
  0.23630297  0.59254465  0.7638215   1.10172561  1.02592416  0.77671998
  0.72589705  0.26869063  1.01965768  0.84974914  0.85261024  0.8080817
  0.23772614  0.37348478  0.5640431   0.84611915  0.21289925  0.00655705
  0.82853841  0.71124357  0.07588243  0.48221569  0.48962158 -0.11275253
  0.34375046  0.68380617  0.28836504  0.62401112  0.77857046  0.71582641
  0.88740402  0.7985064   0.56687859  0.41951824  0.86927697  1.04223977
  0.6501083   0.73677643  0.35452891  0.04195988  0.05223104  0.41413625
  0.76327672  0.50784359  0.78069304 -0.02423444  0.33592275  0.7750318
  0.81411757  0.67567194  0.48612524  0.71940213  0.34108576  0.38563383
  0.00188361  0.51075346  0.19378108  0.05599304  0.13022755  0.15562451
  0.84305698  0.02438614  0.2509241   0.46626844  0.10393281  0.70514257
 -0.09172062  0.52695517  0.84070664  0.5214729   0.29516269  0.53718932
  0.19955046  0.98599726  0.36305535  0.66007193  0.45663781  0.76988678
  0.34223292  0.91653826  0.49456251  0.41566365]"
