Number of qubits: 10
Training set size: 512
Test set size: 512
Number of features: 20
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 30
Training accuracy,Test accuracy,Parameters
0.1328125,0.1328125,"[0.41527816 0.12675765 0.49030143 0.50844136 0.17612259 0.73433374
 0.39495173 0.64571148 0.97084657 0.08078787 0.33435635 0.61605179
 0.03469566 0.18557536 0.16250115 0.7043619  1.00103969 0.99525116
 0.89130257 0.1273177  0.89564568 0.82872285 0.36484775 0.20982334
 0.2957897  0.43290638 0.7060938  0.53733127 0.14419522 0.3358958
 0.61792167 0.04795417 0.93753201 0.1829645  0.75261985 0.63814781
 0.80669668 0.52656044 0.56377962 0.69527328]"
0.1328125,0.13671875,"[0.43843288 0.12675765 0.51345615 0.53159607 0.15296787 0.75748846
 0.41810644 0.62255676 0.99400129 0.05763315 0.35751107 0.61605179
 0.01154095 0.20873007 0.16250115 0.68120719 0.97788498 1.01840588
 0.86814786 0.1273177  0.89564568 0.85187756 0.36484775 0.23297805
 0.31894442 0.40975166 0.68293909 0.51417655 0.1210405  0.3358958
 0.59476696 0.04795417 0.91437729 0.20611921 0.75261985 0.6149931
 0.80669668 0.50340573 0.58693434 0.67211856]"
0.12890625,0.162109375,"[ 0.41661317  0.10493793  0.49163644  0.55341578  0.13114816  0.77930817
  0.39628673  0.60073705  0.99400129  0.03581344  0.37933078  0.59423208
 -0.01027876  0.18691036  0.16250115  0.65938748  0.99970469  0.99658616
  0.86814786  0.14913741  0.91746539  0.83005785  0.36484775  0.23297805
  0.31894442  0.43157137  0.68293909  0.51417655  0.14286021  0.35771551
  0.61658667  0.02613446  0.936197    0.20611921  0.77443956  0.59317339
  0.78487697  0.50340573  0.60875405  0.69393828]"
0.146484375,0.15234375,"[ 0.41457337  0.10289813  0.49163644  0.55545558  0.12910836  0.78134797
  0.39628673  0.60073705  0.99400129  0.03377364  0.38137058  0.59627188
 -0.00823896  0.18487056  0.16250115  0.65734768  0.99970469  0.99454637
  0.87018766  0.14913741  0.91950519  0.83209765  0.36688755  0.23093826
  0.32098422  0.43361117  0.68497889  0.51621635  0.14490001  0.35975531
  0.61862647  0.02613446  0.936197    0.20407941  0.77443956  0.59521318
  0.78691677  0.50136593  0.60671425  0.69189848]"
0.1640625,0.1796875,"[ 0.41237833  0.10509317  0.49383148  0.55326054  0.1313034   0.77915293
  0.39848177  0.59854201  0.99400129  0.03596868  0.37917554  0.59407684
 -0.00823896  0.18267552  0.16030611  0.65954272  0.99970469  0.99454637
  0.86799262  0.14913741  0.92170023  0.82990261  0.36688755  0.22874322
  0.31878918  0.43580621  0.68717393  0.51841139  0.14490001  0.35756027
  0.62082151  0.02393942  0.936197    0.20188437  0.77224452  0.59301814
  0.78691677  0.49917089  0.60671425  0.69409352]"
0.1640625,0.15625,"[4.03884157e-01 9.65990030e-02 5.02325649e-01 5.53260543e-01
 1.22809227e-01 7.79152930e-01 3.89987600e-01 6.07036181e-01
 9.94001285e-01 4.44628536e-02 3.70681368e-01 6.02571008e-01
 2.55206226e-04 1.74181353e-01 1.51811939e-01 6.59542717e-01
 1.00819886e+00 9.94546366e-01 8.76486789e-01 1.57631579e-01
 9.30194400e-01 8.21408440e-01 3.75381718e-01 2.20249045e-01
 3.27283350e-01 4.35806210e-01 6.87173927e-01 5.18411389e-01
 1.53394183e-01 3.49066100e-01 6.20821506e-01 3.24335898e-02
 9.27702832e-01 1.93390204e-01 7.80738694e-01 5.84523974e-01
 7.78422597e-01 5.07665059e-01 6.15208422e-01 6.94093517e-01]"
0.18359375,0.15625,"[3.96199644e-01 1.04283515e-01 5.02325649e-01 5.45576030e-01
 1.15124715e-01 7.71468418e-01 3.97672113e-01 6.14720693e-01
 9.94001285e-01 3.67783412e-02 3.62996856e-01 6.02571008e-01
 2.55206226e-04 1.66496840e-01 1.59496451e-01 6.59542717e-01
 1.01588337e+00 9.86861853e-01 8.84171302e-01 1.65316091e-01
 9.30194400e-01 8.29092953e-01 3.83066230e-01 2.27933557e-01
 3.19598837e-01 4.43490722e-01 6.94858439e-01 5.18411389e-01
 1.61078696e-01 3.49066100e-01 6.20821506e-01 4.01181022e-02
 9.20018319e-01 2.01074716e-01 7.88423207e-01 5.92208486e-01
 7.70738084e-01 5.07665059e-01 6.22892934e-01 6.86409005e-01]"
0.19140625,0.146484375,"[0.38524696 0.09333083 0.50232565 0.53462335 0.11512471 0.7824211
 0.4086248  0.60376801 0.99400129 0.02582566 0.35204417 0.61352369
 0.01120789 0.17744953 0.15949645 0.6704954  1.02683606 0.99781454
 0.8841713  0.15436341 0.9301944  0.81814027 0.37211355 0.23888624
 0.31959884 0.45444341 0.69485844 0.5074587  0.17203138 0.3490661
 0.63177419 0.05107079 0.930971   0.2120274  0.79937589 0.5812558
 0.7597854  0.50766506 0.63384562 0.67545632]"
0.203125,0.16015625,"[0.38524696 0.09333083 0.50232565 0.53462335 0.1153585  0.78265488
 0.40885858 0.60400179 0.9937675  0.02559188 0.35204417 0.61328991
 0.01097411 0.17768331 0.15926267 0.67072918 1.02706984 0.99781454
 0.88440508 0.15459719 0.92996062 0.81790649 0.37187976 0.23865246
 0.31936506 0.45467719 0.69462466 0.5074587  0.17203138 0.34883232
 0.63154041 0.05107079 0.93073722 0.21226118 0.79937589 0.58148958
 0.75955162 0.50743128 0.6340794  0.6756901 ]"
0.208984375,0.150390625,"[ 0.38524696  0.05401795  0.54163853  0.49531046  0.07604562  0.743342
  0.44817146  0.64331467  1.03308038 -0.01372101  0.35204417  0.57397703
  0.05028699  0.17768331  0.19857555  0.71004206  1.06638272  0.95850166
  0.92371796  0.15459719  0.9692735   0.81790649  0.41119264  0.23865246
  0.31936506  0.41536431  0.73393754  0.54677159  0.21134426  0.34883232
  0.59222753  0.01175791  0.93073722  0.21226118  0.76006301  0.5421767
  0.72023874  0.4681184   0.67339228  0.63637722]"
