Number of qubits: 10
Training set size: 512
Test set size: 512
Number of features: 20
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 30
Training accuracy,Test accuracy,Parameters
0.115234375,0.10546875,"[0.9247116  0.56198468 0.65249466 0.43206454 0.06787756 0.19330175
 0.47466113 0.75834233 0.70752435 0.48126526 0.30017414 0.01246605
 0.44425891 0.70419689 0.01660313 0.31919257 0.79292341 0.95832703
 0.65594373 0.11980033 0.02313376 0.61622222 0.50270901 0.72443622
 0.25851462 0.42064301 0.36383283 0.24026227 0.89676282 0.08890548
 0.79578507 0.55724057 0.16990711 0.28824094 0.0333217  0.51650413
 0.77490299 0.50268899 0.63581105 0.32050705]"
0.234375,0.205078125,"[0.9247116  0.56560475 0.65611473 0.43206454 0.07149763 0.18968167
 0.4782812  0.7619624  0.71114443 0.48488533 0.30379421 0.00884598
 0.44787898 0.70419689 0.0202232  0.31919257 0.79292341 0.95470696
 0.65232366 0.11618026 0.02313376 0.61984229 0.49908894 0.72081615
 0.25851462 0.42426308 0.36383283 0.24388234 0.89676282 0.08890548
 0.792165   0.56086064 0.17352718 0.29186101 0.02970163 0.52012421
 0.77128292 0.49906892 0.63943112 0.31688698]"
0.25,0.28125,"[0.91207068 0.57824566 0.66875564 0.44470545 0.07149763 0.20232259
 0.4782812  0.77460331 0.72378534 0.49752624 0.31643512 0.02148689
 0.4605199  0.69155598 0.0202232  0.30655166 0.7802825  0.95470696
 0.66496457 0.11618026 0.02313376 0.60720138 0.49908894 0.70817524
 0.27115553 0.43690399 0.37647374 0.24388234 0.88412191 0.07626457
 0.77952409 0.54821973 0.1861681  0.30450193 0.02970163 0.53276512
 0.78392383 0.48642801 0.63943112 0.32952789]"
0.23046875,0.271484375,"[0.91207068 0.58191129 0.66875564 0.44103982 0.07516326 0.20598821
 0.4782812  0.77460331 0.72745096 0.50119187 0.32010075 0.02515251
 0.4605199  0.69155598 0.02388882 0.30288603 0.77661687 0.95104134
 0.66129895 0.11251464 0.02679939 0.60353575 0.50275457 0.71184086
 0.27482116 0.43323836 0.38013937 0.24388234 0.88412191 0.0799302
 0.77585846 0.55188536 0.18250247 0.30450193 0.03336725 0.53643074
 0.78025821 0.48642801 0.63576549 0.32586226]"
0.248046875,0.2421875,"[0.92965819 0.56432378 0.66875564 0.42345232 0.09275077 0.20598821
 0.4782812  0.79219082 0.70986346 0.51877937 0.33768826 0.00756501
 0.4605199  0.70914348 0.04147633 0.30288603 0.75902937 0.93345383
 0.67888645 0.11251464 0.02679939 0.58594825 0.48516706 0.69425336
 0.25723365 0.45082587 0.38013937 0.24388234 0.86653441 0.0975177
 0.75827096 0.55188536 0.16491496 0.32208943 0.05095476 0.51884324
 0.7626707  0.50401551 0.653353   0.34344977]"
0.2734375,0.267578125,"[0.92965819 0.55780445 0.6622363  0.41693298 0.08623143 0.20598821
 0.47176186 0.79871015 0.70334412 0.52529871 0.33768826 0.00756501
 0.46703923 0.71566282 0.04799566 0.30940537 0.7655487  0.93997317
 0.67236712 0.1059953  0.02028005 0.59246758 0.4916864  0.68773402
 0.25071432 0.45082587 0.38013937 0.24388234 0.86001507 0.0975177
 0.75827096 0.54536602 0.1714343  0.31557009 0.05747409 0.5123239
 0.76919004 0.49749618 0.653353   0.34996911]"
0.26171875,0.26171875,"[ 0.908679    0.55780445  0.6622363   0.39595379  0.08623143  0.22696741
  0.47176186  0.77773096  0.68236493  0.50431952  0.31670906 -0.01341418
  0.46703923  0.73664201  0.06897486  0.33038456  0.74456951  0.96095236
  0.67236712  0.12697449  0.02028005  0.57148839  0.51266559  0.70871321
  0.22973512  0.42984668  0.35916018  0.26486153  0.83903588  0.1184969
  0.75827096  0.52438683  0.19241349  0.31557009  0.0364949   0.5333031
  0.74821085  0.47651698  0.67433219  0.34996911]"
0.251953125,0.2734375,"[ 0.88063322  0.52975868  0.6622363   0.42399956  0.05818566  0.25501318
  0.44371609  0.74968519  0.68236493  0.47627374  0.28866329  0.01463159
  0.46703923  0.76468778  0.09702063  0.33038456  0.74456951  0.96095236
  0.70041289  0.15502026 -0.00776572  0.59953416  0.48461982  0.68066744
  0.20168935  0.45789245  0.38720595  0.26486153  0.8109901   0.1184969
  0.73022519  0.49634106  0.16436772  0.34361587  0.0364949   0.5333031
  0.72016507  0.50456275  0.70237796  0.32192333]"
0.2578125,0.265625,"[ 0.89090167  0.51949023  0.67250475  0.41373111  0.05818566  0.26528162
  0.45398454  0.73941674  0.69263338  0.4660053   0.29893174  0.01463159
  0.45677078  0.76468778  0.08675218  0.33038456  0.74456951  0.95068391
  0.71068134  0.15502026 -0.01803416  0.60980261  0.49488827  0.69093589
  0.20168935  0.46816089  0.3769375   0.25459308  0.80072166  0.12876534
  0.74049363  0.48607261  0.15409928  0.35388431  0.0364949   0.54357154
  0.72016507  0.5148312   0.71264641  0.32192333]"
0.255859375,0.291015625,"[ 0.88988139  0.52051051  0.67148447  0.41271083  0.05818566  0.26426135
  0.45500482  0.73941674  0.69263338  0.46498502  0.29893174  0.01361131
  0.45779106  0.76366751  0.0857319   0.32936428  0.74354923  0.95068391
  0.70966106  0.15604054 -0.01701389  0.61082288  0.49590855  0.69093589
  0.20066907  0.46816089  0.37591722  0.25357281  0.80174194  0.12774507
  0.73947336  0.48505233  0.15409928  0.35490459  0.0364949   0.54357154
  0.72118535  0.51585148  0.71366669  0.32294361]"
