Number of qubits: 10
Training set size: 512
Test set size: 512
Number of features: 20
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 150
Training accuracy,Test accuracy,Parameters
0.119140625,0.115234375,"[ 0.90173511  0.1511446   0.46370533  0.20558756  1.01608082  0.08007041
  0.55176093  0.08504874  0.58573455  0.7255236   0.26139209  0.39695285
  0.30883804  0.42486292  0.53224579  0.52459799  0.8923952   0.64767214
  0.11561081  0.78128128  0.72932498  0.44895708  0.16272611  0.09051187
  0.53969552  0.54327689  0.1616365   0.86847964  0.1380777   0.9794979
  0.64223781  0.21103547  0.75728852  0.47236795  0.01622605  0.35712425
  0.70810143  0.50990517  0.93329275  0.3130504   0.19748799  0.67795269
  0.71008515  0.94134862  0.03236508  0.53443702  0.06702602  0.31002433
  0.46294904  0.94460075  0.51373269  1.00056444  0.38816281  0.80605193
  0.72969534  0.35166821  0.74669279  0.94993938  0.90066146  0.68754377
  0.32997018  0.31074864  0.89031685  0.40001567  0.10467853  0.48516168
  0.52074932  0.24629156  0.60192329  0.26910395  0.32689148  0.43080034
  0.38608796  0.63876059  0.88752435 -0.02819076  0.31555363  0.16812993
  0.14644992  0.30673885  0.88847249  0.32605441  0.95018971  0.41759941
  0.13299848  0.50282479  0.49980765  0.94250443  0.95242278  0.57387873
  0.34713368  0.86403763  0.48009793  0.03659     0.11667707  0.71453013
  0.80035945  0.95078502  0.62285462  0.80196802  0.61403286  0.5049241
  0.36468783  0.10820531  0.38488484  0.07253961  0.97019411  0.16860645
  0.67130787  0.69403476  0.51361995  0.21121615  0.79173641  0.92364521
  0.1712672   0.53440252  0.36114477  0.76806618  0.85357721  0.27139417
  0.63274632  0.38416689  0.20052274  0.07207358  0.84945595  0.48989895
  0.13295091  0.4278219   0.85782449  0.04536725  0.15450515  1.01229155
  0.84026075  0.85821732  0.96774575  0.06250646  0.79971839  0.08875237
  0.32488408  0.22881072  0.90233424  0.11649208  0.41503404  0.14829384
  0.93571625  0.21042246  0.3447756   0.50013227  0.02417661  0.83523674
  0.75229393  0.45323054  0.42552688  0.41475815  0.17808722  0.20122131
  0.19007862  0.04323868  0.27979992  0.67836199  0.4213897   0.50389307
  0.43996605  0.28588943  0.07282575  0.90089744  0.4947301   0.5817352
 -0.02814151  0.6777598   0.82028336  0.84989805  0.04995522  0.87879523
  0.30240049  0.93012634  0.09863818  0.28116154  0.75219699  0.3458744
  0.2694995   0.61087503  0.16402323  0.72836251  0.64822036  0.206232
  0.68396742  0.88488346  0.31204689  0.952065    0.90072101  0.45881995
  0.5190379   0.99284013  0.83918237  0.01793089  0.5350114   0.63763172
  0.10751771  0.60330681]"
0.181640625,0.18359375,"[ 0.90173511  0.1511446   0.46370533  0.2118017   1.02229495  0.08007041
  0.5455468   0.0788346   0.59194868  0.73173773  0.26139209  0.39073872
  0.30883804  0.43107705  0.53845993  0.53081212  0.88618107  0.641458
  0.12182494  0.77506715  0.73553911  0.44895708  0.15651198  0.08429774
  0.54590965  0.54949102  0.16785063  0.87469377  0.1380777   0.9794979
  0.63602368  0.20482133  0.75107439  0.47858209  0.02244018  0.35091012
  0.70188729  0.50369103  0.92707862  0.3130504   0.20370212  0.67795269
  0.70387102  0.93513449  0.02615095  0.52822289  0.06702602  0.30381019
  0.46916317  0.95081488  0.51373269  0.99435031  0.38194868  0.81226606
  0.72348121  0.34545407  0.74047866  0.95615351  0.90687559  0.6937579
  0.33618431  0.31074864  0.89031685  0.39380154  0.11089266  0.47894754
  0.52074932  0.25250569  0.60813742  0.26910395  0.32689148  0.43701447
  0.39230209  0.63254646  0.88131021 -0.02197663  0.31555363  0.1619158
  0.15266405  0.30052472  0.89468662  0.33226854  0.95018971  0.41138528
  0.13921261  0.50903892  0.49980765  0.94250443  0.95863691  0.5676646
  0.34091955  0.8578235   0.4738838   0.03037587  0.11046294  0.72074427
  0.80657358  0.95699915  0.62285462  0.79575388  0.62024699  0.51113824
  0.35847369  0.10820531  0.37867071  0.07253961  0.96397997  0.16860645
  0.66509374  0.68782063  0.51361995  0.21121615  0.78552228  0.92985934
  0.17748133  0.52818839  0.36114477  0.76806618  0.85357721  0.2776083
  0.63274632  0.39038103  0.1943086   0.06585945  0.84324182  0.49611308
  0.12673677  0.42160776  0.86403862  0.03915312  0.14829102  1.01850568
  0.84647488  0.86443145  0.97395988  0.05629233  0.79971839  0.0949665
  0.33109821  0.22259659  0.90854837  0.11649208  0.4088199   0.1420797
  0.92950212  0.20420833  0.3447756   0.50013227  0.01796248  0.82902261
  0.75850806  0.45323054  0.41931275  0.40854401  0.18430135  0.20743544
  0.18386449  0.04945281  0.28601406  0.67836199  0.42760383  0.50389307
  0.43996605  0.27967529  0.06661162  0.90711157  0.4947301   0.57552107
 -0.02814151  0.67154567  0.81406923  0.84989805  0.04374109  0.87879523
  0.30861462  0.92391221  0.10485231  0.28737568  0.75219699  0.35208854
  0.27571363  0.61087503  0.17023736  0.72214838  0.64200623  0.20001786
  0.69018155  0.89109759  0.31826102  0.94585087  0.90072101  0.45260582
  0.52525203  0.99284013  0.83918237  0.02414502  0.5350114   0.64384586
  0.11373184  0.59709268]"
0.203125,0.220703125,"[ 0.90173511  0.1511446   0.49931231  0.2118017   1.05790193  0.08007041
  0.58115378  0.11444159  0.5563417   0.69613075  0.22578511  0.35513174
  0.27323106  0.43107705  0.53845993  0.53081212  0.92178805  0.60585102
  0.15743192  0.81067413  0.73553911  0.44895708  0.120905    0.04869075
  0.58151664  0.585098    0.20345761  0.83908679  0.17368468  1.01510488
  0.63602368  0.16921435  0.75107439  0.51418907 -0.0131668   0.31530314
  0.70188729  0.53929802  0.9626856   0.27744342  0.2393091   0.64234571
  0.66826403  0.93513449 -0.00945604  0.49261591  0.102633    0.33941718
  0.46916317  0.95081488  0.54933967  0.95874332  0.3463417   0.84787304
  0.68787422  0.30984709  0.77608564  0.92054653  0.87126861  0.6937579
  0.33618431  0.34635562  0.89031685  0.42940852  0.07528568  0.44334056
  0.48514233  0.21689871  0.60813742  0.23349697  0.36249846  0.47262145
  0.42790908  0.66815344  0.84570323 -0.05758361  0.27994665  0.19752278
  0.15266405  0.30052472  0.93029361  0.36787553  0.98579669  0.41138528
  0.10360563  0.50903892  0.46420067  0.90689745  0.95863691  0.60327158
  0.34091955  0.8578235   0.50949078 -0.00523111  0.14606992  0.72074427
  0.7709666   0.99260613  0.58724764  0.79575388  0.58464001  0.47553125
  0.39408068  0.14381229  0.34306373  0.1081466   0.92837299  0.13299946
  0.70070072  0.68782063  0.54922693  0.24682313  0.82112926  0.96546632
  0.14187435  0.49258141  0.32553779  0.7324592   0.8891842   0.24200132
  0.63274632  0.39038103  0.22991559  0.10146643  0.84324182  0.53172006
  0.16234376  0.42160776  0.82843164  0.0747601   0.183898    1.05411266
  0.8108679   0.90003844  0.97395988  0.09189931  0.79971839  0.13057348
  0.29549123  0.25820357  0.94415535  0.11649208  0.44442689  0.17768669
  0.89389514  0.16860135  0.38038258  0.53573925  0.01796248  0.82902261
  0.72290108  0.41762356  0.38370577  0.37293703  0.21990833  0.20743544
  0.21947147  0.04945281  0.25040707  0.71396897  0.42760383  0.46828609
  0.40435907  0.27967529  0.1022186   0.94271855  0.4947301   0.57552107
 -0.02814151  0.70715265  0.84967621  0.81429107  0.07934807  0.84318825
  0.30861462  0.88830523  0.06924533  0.28737568  0.78780397  0.31648155
  0.31132061  0.64648202  0.20584435  0.6865414   0.60639925  0.20001786
  0.69018155  0.92670457  0.353868    0.98145785  0.86511403  0.41699884
  0.52525203  1.02844711  0.87478936  0.05975201  0.57061838  0.67945284
  0.14933882  0.56148569]"
0.240234375,0.234375,"[ 0.93183915  0.18124864  0.52941635  0.2118017   1.05790193  0.08007041
  0.55104974  0.08433755  0.58644574  0.72623479  0.25588915  0.35513174
  0.24312702  0.46118109  0.56856396  0.50070808  0.89168402  0.63595506
  0.15743192  0.84077817  0.76564315  0.41885304  0.120905    0.04869075
  0.58151664  0.585098    0.17335357  0.83908679  0.17368468  1.04520892
  0.66612772  0.19931839  0.75107439  0.51418907  0.01693724  0.34540718
  0.73199133  0.56940205  0.93258157  0.24733938  0.2393091   0.64234571
  0.66826403  0.96523852 -0.00945604  0.52271995  0.102633    0.36952121
  0.43905913  0.92071084  0.54933967  0.95874332  0.31623766  0.87797708
  0.65777018  0.33995113  0.7459816   0.89044249  0.84116457  0.6937579
  0.30608027  0.31625158  0.86021281  0.45951256  0.07528568  0.41323652
  0.51524637  0.21689871  0.63824146  0.26360101  0.36249846  0.50272549
  0.45801311  0.63804941  0.81559919 -0.02747957  0.27994665  0.22762682
  0.18276809  0.33062876  0.90018957  0.39797956  1.01590073  0.38128124
  0.13370967  0.53914296  0.4943047   0.90689745  0.92853287  0.57316754
  0.31081551  0.88792754  0.47938674 -0.03533515  0.11596588  0.72074427
  0.80107063  0.96250209  0.5571436   0.82585792  0.55453597  0.47553125
  0.42418471  0.11370825  0.31295969  0.07804256  0.89826895  0.10289543
  0.67059668  0.71792467  0.57933097  0.21671909  0.79102522  0.93536228
  0.17197839  0.52268545  0.32553779  0.70235516  0.85908016  0.27210536
  0.63274632  0.39038103  0.22991559  0.10146643  0.87334585  0.53172006
  0.13223972  0.42160776  0.85853568  0.0747601   0.183898    1.0842167
  0.78076386  0.93014247  1.00406392  0.12200335  0.79971839  0.16067752
  0.32559527  0.28830761  0.94415535  0.14659611  0.44442689  0.17768669
  0.92399917  0.19870539  0.41048662  0.56584329  0.04806652  0.85912665
  0.69279704  0.38751952  0.4138098   0.34283299  0.25001237  0.23753948
  0.18936744  0.07955685  0.22030304  0.71396897  0.45770787  0.49839013
  0.37425503  0.30977933  0.07211456  0.91261451  0.4947301   0.60562511
 -0.02814151  0.73725669  0.84967621  0.84439511  0.10945211  0.87329229
  0.33871866  0.88830523  0.03914129  0.31747971  0.78780397  0.31648155
  0.34142465  0.67658606  0.20584435  0.6865414   0.63650329  0.16991383
  0.66007751  0.95680861  0.38397204  0.95135381  0.83500999  0.44710288
  0.55535607  1.05855115  0.90489339  0.02964797  0.54051435  0.70955688
  0.17944286  0.53138165]"
0.28125,0.275390625,"[ 9.68111182e-01  1.81248642e-01  5.65688379e-01  2.11801697e-01
  1.02162990e+00  1.16342442e-01  5.87321773e-01  8.43375474e-02
  5.50173703e-01  7.62506821e-01  2.19617116e-01  3.55131738e-01
  2.79399049e-01  4.61181088e-01  6.04835997e-01  5.36980112e-01
  8.55411983e-01  6.72227092e-01  1.93703954e-01  8.40778166e-01
  8.01915181e-01  3.82581006e-01  8.46329659e-02  8.49627862e-02
  6.17788668e-01  5.85098000e-01  1.73353573e-01  8.02814754e-01
  1.37412648e-01  1.08148095e+00  6.66127720e-01  1.63046358e-01
  7.87346423e-01  5.50461102e-01  5.32092717e-02  3.81679211e-01
  7.31991332e-01  6.05674087e-01  8.96309533e-01  2.83611412e-01
  2.75581136e-01  6.06073679e-01  6.68264035e-01  9.65238525e-01
 -4.57280675e-02  4.86447914e-01  6.63609684e-02  4.05793247e-01
  4.02787099e-01  9.20710839e-01  5.85611707e-01  9.22471290e-01
  3.52509694e-01  8.41705050e-01  6.57770184e-01  3.76223163e-01
  7.45981602e-01  8.54170455e-01  8.04892538e-01  6.57485867e-01
  2.69808238e-01  3.16251581e-01  8.60212813e-01  4.23240526e-01
  3.90136489e-02  3.76964489e-01  4.78974341e-01  2.16898706e-01
  6.38241460e-01  2.27328973e-01  3.98770497e-01  4.66453458e-01
  4.58013114e-01  6.74321438e-01  7.79327159e-01 -6.37516028e-02
  3.16218679e-01  1.91354788e-01  1.46496054e-01  3.30628761e-01
  9.00189567e-01  4.34251597e-01  9.79628696e-01  3.45009211e-01
  1.69981702e-01  5.75414992e-01  5.30576737e-01  8.70625419e-01
  9.64804902e-01  5.36895507e-01  2.74543475e-01  8.51655505e-01
  5.15658774e-01  9.36881411e-04  1.52237913e-01  6.84472234e-01
  7.64798602e-01  9.26230059e-01  5.20871566e-01  8.25857923e-01
  5.90808006e-01  4.39259222e-01  3.87912681e-01  1.49980283e-01
  2.76687658e-01  1.14314589e-01  8.98268953e-01  1.39167458e-01
  6.70596683e-01  7.54196703e-01  5.79330971e-01  1.80447062e-01
  7.91025223e-01  8.99090251e-01  1.35706354e-01  5.22685446e-01
  3.25537788e-01  7.02355163e-01  8.59080157e-01  3.08377394e-01
  6.69018348e-01  3.90381027e-01  1.93643554e-01  6.51944022e-02
  9.09617886e-01  5.31720063e-01  1.68511750e-01  3.85335732e-01
  8.22263646e-01  1.11032135e-01  1.83897999e-01  1.08421670e+00
  7.44491826e-01  9.66414507e-01  1.00406392e+00  8.57313208e-02
  8.35990419e-01  1.96949552e-01  3.61867302e-01  3.24579642e-01
  9.80427387e-01  1.46596114e-01  4.08154854e-01  1.41414655e-01
  8.87727141e-01  1.62433356e-01  4.10486618e-01  5.29571254e-01
  8.43385507e-02  8.59126647e-01  7.29069072e-01  4.23791554e-01
  3.77537771e-01  3.79105025e-01  2.86284404e-01  2.73811515e-01
  1.53095403e-01  1.15828885e-01  2.56575068e-01  7.13968970e-01
  4.93979900e-01  4.62118097e-01  3.37983001e-01  2.73507301e-01
  3.58425280e-02  8.76342479e-01  4.94730100e-01  6.41897138e-01
 -2.81415075e-02  7.00984654e-01  8.13404175e-01  8.08123078e-01
  7.31800806e-02  9.09564323e-01  3.02446627e-01  8.52033198e-01
  2.86925731e-03  3.53751747e-01  7.51531941e-01  3.16481553e-01
  3.41424650e-01  6.40314023e-01  2.05844346e-01  6.86541396e-01
  6.72775318e-01  2.06185859e-01  6.96349544e-01  9.56808610e-01
  3.47700007e-01  9.15081780e-01  7.98737959e-01  4.83374910e-01
  5.55356072e-01  1.02227912e+00  9.41165427e-01 -6.62406448e-03
  5.40514346e-01  7.45828910e-01  1.79442859e-01  5.67653687e-01]"
0.396484375,0.349609375,"[ 0.95679125  0.19256857  0.55436845  0.22312162  1.01030997  0.11634244
  0.57600184  0.07301762  0.56149363  0.77382675  0.21961712  0.36645167
  0.26807912  0.44986116  0.59351607  0.53698011  0.85541198  0.66090716
  0.20502388  0.85209809  0.81323511  0.38258101  0.08463297  0.08496279
  0.60646874  0.59641793  0.1846735   0.79149483  0.12609272  1.09280088
  0.67744765  0.16304636  0.79866635  0.56178103  0.04188934  0.37035928
  0.74331126  0.60567409  0.8849896   0.27229148  0.26426121  0.59475375
  0.66826403  0.97655845 -0.03440814  0.47512799  0.06636097  0.40579325
  0.39146717  0.93203077  0.59693164  0.93379122  0.34118977  0.85302498
  0.66909011  0.38754309  0.73466167  0.84285053  0.79357261  0.64616594
  0.28112817  0.32757151  0.86021281  0.42324053  0.03901365  0.38828442
  0.47897434  0.20557878  0.64956139  0.21600904  0.3987705   0.47777339
  0.44669319  0.66300151  0.77932716 -0.0637516   0.30489875  0.20267472
  0.15781598  0.33062876  0.90018957  0.44557153  0.99094862  0.34500921
  0.15866177  0.58673492  0.51925681  0.85930549  0.95348497  0.54821543
  0.26322355  0.86297543  0.50433885  0.01225681  0.15223791  0.67315231
  0.75347867  0.92623006  0.50955164  0.82585792  0.57948808  0.45057915
  0.38791268  0.14998028  0.26536773  0.12563452  0.90958888  0.12784753
  0.68191661  0.76551663  0.57933097  0.19176699  0.80234515  0.91041018
  0.12438643  0.51136552  0.33685772  0.71367509  0.84776023  0.29705747
  0.68033828  0.40170096  0.19364355  0.05387447  0.89829796  0.53172006
  0.17983168  0.39665566  0.81094372  0.11103214  0.19521793  1.07289677
  0.74449183  0.97773444  1.01538385  0.09705125  0.82467049  0.20826948
  0.35054737  0.31325971  0.99174731  0.15791604  0.41947478  0.14141465
  0.88772714  0.17375328  0.39916669  0.54089118  0.07301862  0.84780672
  0.71774914  0.43511148  0.3888577   0.39042495  0.27496448  0.28513144
  0.14177547  0.11582889  0.267895    0.70264904  0.4939799   0.4621181
  0.337983    0.26218737  0.04716246  0.86502255  0.50605003  0.63057721
 -0.01682158  0.68966473  0.81340418  0.81944301  0.06186015  0.90956432
  0.31376656  0.8520332   0.00286926  0.34243182  0.76285187  0.30516163
  0.35274458  0.64031402  0.20584435  0.67522147  0.66145539  0.20618586
  0.68502962  0.95680861  0.34770001  0.91508178  0.78741803  0.48337491
  0.54403614  1.03359905  0.9298455   0.00469586  0.55183427  0.73450898
  0.16812293  0.56765369]"
0.41796875,0.380859375,"[ 0.93638613  0.17216345  0.53396333  0.24352675  0.98990485  0.09593732
  0.59640697  0.09342274  0.58189875  0.75342163  0.21961712  0.34604654
  0.247674    0.47026628  0.57311095  0.51657499  0.83500686  0.68131229
  0.18461876  0.83169297  0.83364023  0.38258101  0.06422784  0.06455766
  0.62687386  0.61682305  0.20507862  0.81189995  0.12609272  1.113206
  0.65704252  0.18345148  0.77826123  0.56178103  0.06229447  0.37035928
  0.74331126  0.62607921  0.90539473  0.29269661  0.24385608  0.61515887
  0.66826403  0.97655845 -0.03440814  0.45472286  0.08676609  0.42619837
  0.39146717  0.93203077  0.59693164  0.93379122  0.36159489  0.8734301
  0.66909011  0.40794821  0.71425655  0.8224454   0.77316749  0.64616594
  0.30153329  0.34797663  0.83980769  0.44364565  0.03901365  0.40868954
  0.49937946  0.2259839   0.62915626  0.23641417  0.41917562  0.45736826
  0.46709831  0.64259639  0.77932716 -0.08415673  0.30489875  0.18226959
  0.13741086  0.33062876  0.92059469  0.44557153  1.01135375  0.36541433
  0.13825665  0.5663298   0.53966193  0.87971061  0.95348497  0.52781031
  0.24281842  0.88338056  0.50433885  0.01225681  0.17264304  0.65274718
  0.75347867  0.90582494  0.48914651  0.8054528   0.55908295  0.45057915
  0.38791268  0.12957516  0.24496261  0.12563452  0.88918376  0.14825265
  0.70232173  0.78592175  0.57933097  0.17136187  0.82275027  0.9308153
  0.1039813   0.53177064  0.35726284  0.69326997  0.82735511  0.29705747
  0.68033828  0.42210608  0.19364355  0.05387447  0.87789283  0.51131494
  0.2002368   0.41706078  0.79053859  0.09062701  0.1748128   1.05249165
  0.74449183  0.99813956  0.99497873  0.07664613  0.82467049  0.18786436
  0.35054737  0.33366484  1.01215244  0.13751092  0.39906966  0.16181978
  0.90813226  0.17375328  0.39916669  0.52048606  0.0526135   0.84780672
  0.73815427  0.45551661  0.36845258  0.39042495  0.2953696   0.26472632
  0.14177547  0.13623401  0.28830012  0.72305417  0.4939799   0.44171297
  0.35838812  0.24178225  0.02675733  0.88542767  0.52645515  0.63057721
  0.00358354  0.6692596   0.81340418  0.81944301  0.08226528  0.92996945
  0.31376656  0.83162807 -0.01753587  0.36283694  0.78325699  0.2847565
  0.3731497   0.6199089   0.20584435  0.65481634  0.66145539  0.22659098
  0.66462449  0.95680861  0.36810513  0.91508178  0.76701291  0.50378003
  0.56444127  1.03359905  0.90944038  0.02510099  0.5722394   0.7549141
  0.14771781  0.54724856]"
0.3671875,0.34375,"[ 0.93795684  0.17059274  0.53396333  0.24509746  0.99147556  0.09593732
  0.59797768  0.09342274  0.58032804  0.75499234  0.21961712  0.34761725
  0.24610329  0.46869557  0.57468166  0.51500428  0.83657757  0.682883
  0.18618947  0.83012226  0.83521094  0.38415172  0.06422784  0.06455766
  0.62530315  0.61682305  0.20507862  0.81032924  0.12766343  1.11163529
  0.65547181  0.18188077  0.77669052  0.56021032  0.06072376  0.36878857
  0.74488197  0.6245085   0.90382402  0.2911259   0.24228537  0.61358816
  0.66669332  0.97498774 -0.03283743  0.45629357  0.0883368   0.42462766
  0.38989646  0.93046006  0.59850235  0.93379122  0.36002418  0.87500081
  0.6675194   0.40951893  0.71268584  0.82401612  0.77159678  0.64773665
  0.303104    0.34797663  0.83980769  0.44207494  0.03901365  0.41026025
  0.49780875  0.22441319  0.62915626  0.23798488  0.41760491  0.45736826
  0.46709831  0.64102568  0.77775645 -0.08572744  0.30489875  0.1838403
  0.13741086  0.33219947  0.9221654   0.44557153  1.01135375  0.36541433
  0.13982736  0.5663298   0.53809122  0.88128133  0.95348497  0.52938102
  0.24124771  0.88338056  0.50276813  0.0106861   0.17421375  0.65274718
  0.75190796  0.90425422  0.4875758   0.80702351  0.55908295  0.44900844
  0.38948339  0.12957516  0.24496261  0.12720523  0.89075447  0.14668194
  0.70389245  0.78592175  0.57776026  0.17293258  0.82432099  0.93238601
  0.10555201  0.53334135  0.35883355  0.69326997  0.82735511  0.29862818
  0.68190899  0.42053537  0.19207284  0.05387447  0.87789283  0.50974423
  0.2002368   0.41549007  0.78896788  0.09062701  0.17324209  1.05406236
  0.74449183  0.99813956  0.99340802  0.07821684  0.82309978  0.18943507
  0.35211809  0.33209413  1.01215244  0.13908163  0.40064037  0.16339049
  0.90656155  0.175324    0.39916669  0.52048606  0.05104279  0.84937743
  0.73972498  0.45708732  0.36845258  0.39199566  0.29379889  0.26315561
  0.14177547  0.1346633   0.28830012  0.72148345  0.49555061  0.44014226
  0.35681741  0.24021154  0.02675733  0.88542767  0.52802586  0.6290065
  0.00201283  0.6692596   0.81497489  0.81787229  0.08383599  0.92839873
  0.31219584  0.83319879 -0.01910658  0.36440765  0.78325699  0.28318579
  0.37157899  0.61833819  0.20427363  0.65638706  0.65988468  0.22816169
  0.66305378  0.95680861  0.36810513  0.91351107  0.7654422   0.50378003
  0.56287056  1.03359905  0.90786966  0.02353028  0.57381011  0.75334339
  0.14928852  0.54567785]"
0.34375,0.357421875,"[ 0.92716057  0.15979646  0.53396333  0.25589373  0.98067929  0.10673359
  0.59797768  0.08262647  0.56953177  0.75499234  0.21961712  0.33682098
  0.23530701  0.4578993   0.57468166  0.52580055  0.84737384  0.69367927
  0.19698574  0.84091853  0.82441467  0.38415172  0.05343157  0.07535394
  0.63609942  0.61682305  0.2158749   0.79953296  0.1384597   1.10083902
  0.64467554  0.1710845   0.78748679  0.54941405  0.07152003  0.3579923
  0.74488197  0.6245085   0.91462029  0.30192217  0.25308165  0.61358816
  0.6774896   0.98578401 -0.02204116  0.46708985  0.07754053  0.42462766
  0.37910019  0.94125633  0.58770607  0.92299495  0.36002418  0.86420454
  0.65672313  0.39872265  0.72348211  0.81321984  0.77159678  0.65853292
  0.31390027  0.3587729   0.82901142  0.43127866  0.03901365  0.42105653
  0.48701248  0.21361692  0.61835999  0.24878115  0.40680864  0.46816454
  0.46709831  0.65182195  0.77775645 -0.08572744  0.29410248  0.19463658
  0.12661459  0.34299574  0.9221654   0.4563678   1.02215002  0.37621061
  0.13982736  0.5663298   0.54888749  0.87048505  0.96428125  0.52938102
  0.25204398  0.87258428  0.51356441  0.02148237  0.18501002  0.64195091
  0.76270424  0.9150505   0.49837208  0.81781978  0.56987923  0.45980471
  0.37868712  0.14037143  0.23416633  0.12720523  0.89075447  0.13588567
  0.70389245  0.78592175  0.57776026  0.18372885  0.82432099  0.93238601
  0.11634829  0.54413763  0.36962982  0.69326997  0.81655883  0.2878319
  0.67111271  0.42053537  0.19207284  0.05387447  0.86709656  0.49894796
  0.21103307  0.42628634  0.78896788  0.09062701  0.18403837  1.06485863
  0.7552881   0.98734329  0.98261174  0.06742056  0.82309978  0.20023134
  0.35211809  0.3428904   1.00135616  0.12828536  0.40064037  0.15259422
  0.89576528  0.175324    0.40996296  0.53128233  0.06183906  0.83858116
  0.72892871  0.46788359  0.37924885  0.39199566  0.29379889  0.25235934
  0.15257175  0.14545957  0.27750385  0.73227973  0.49555061  0.45093854
  0.34602114  0.25100781  0.01596106  0.8746314   0.53882214  0.63980277
  0.00201283  0.68005588  0.82577116  0.82866857  0.07303971  0.91760246
  0.30139957  0.84399506 -0.01910658  0.37520393  0.78325699  0.29398206
  0.37157899  0.60754192  0.21506991  0.64559078  0.67068095  0.21736542
  0.65225751  0.94601234  0.35730886  0.9027148   0.75464592  0.50378003
  0.56287056  1.04439532  0.90786966  0.03432655  0.58460638  0.75334339
  0.14928852  0.53488158]"
0.427734375,0.4140625,"[ 0.92776355  0.15919348  0.53336035  0.25589373  0.98007631  0.10613061
  0.59858066  0.08202349  0.56892879  0.75438936  0.21961712  0.336218
  0.23590999  0.45729632  0.57468166  0.52580055  0.84677086  0.69428225
  0.19758872  0.84152151  0.82381169  0.38415172  0.05282859  0.07595692
  0.6367024   0.61682305  0.21527192  0.79953296  0.13785672  1.10023604
  0.64467554  0.1710845   0.78688381  0.55001703  0.07212301  0.35738932
  0.74548495  0.62511148  0.91401731  0.30252515  0.25308165  0.61358816
  0.6774896   0.98638699 -0.02264414  0.46769283  0.07754053  0.42462766
  0.37970317  0.94065335  0.58710309  0.92239197  0.3594212   0.86480752
  0.65732611  0.39872265  0.72348211  0.81321984  0.77219976  0.65792994
  0.31329729  0.35816992  0.82840844  0.43067568  0.03841067  0.42045354
  0.48701248  0.2142199   0.61775701  0.24938413  0.40741162  0.46876752
  0.46649533  0.65182195  0.77715347 -0.08633042  0.29410248  0.19463658
  0.12661459  0.34299574  0.92156242  0.4563678   1.02154704  0.37621061
  0.13922438  0.5663298   0.54828451  0.86988207  0.96428125  0.52877804
  0.25264696  0.87318726  0.51296143  0.02208535  0.18440704  0.64134793
  0.76330722  0.91444752  0.49897506  0.81781978  0.56927625  0.46040769
  0.37868712  0.14037143  0.23356335  0.12780821  0.89015149  0.13648865
  0.70328947  0.78531877  0.57776026  0.18312587  0.82492397  0.93298899
  0.11695127  0.54413763  0.3702328   0.69387295  0.81595585  0.28843488
  0.6717157   0.42113835  0.19207284  0.05387447  0.86769954  0.49955094
  0.21163605  0.42568336  0.78896788  0.09002403  0.18343538  1.06425565
  0.75468512  0.98674031  0.98321472  0.06681758  0.8224968   0.20023134
  0.35211809  0.34349338  1.00135616  0.12768238  0.40003739  0.15199124
  0.8951623   0.17592698  0.40996296  0.53188531  0.06123608  0.83858116
  0.72832573  0.46728061  0.37985183  0.39259865  0.29440187  0.25296232
  0.15257175  0.14485659  0.27750385  0.73288271  0.49494763  0.45154152
  0.34602114  0.25040483  0.01656404  0.87402842  0.53821915  0.63919979
  0.00201283  0.6794529   0.82577116  0.82866857  0.07364269  0.91820544
  0.30139957  0.84399506 -0.0185036   0.37460095  0.78265401  0.29337908
  0.37097601  0.60693894  0.21446693  0.64619376  0.67007797  0.2179684
  0.65286049  0.94540936  0.35670588  0.90331778  0.75404294  0.50317705
  0.56347354  1.0449983   0.90847264  0.03492953  0.58460638  0.75274041
  0.1498915   0.53488158]"
