Number of qubits: 10
Training set size: 512
Test set size: 512
Number of features: 20
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 90
Training accuracy,Test accuracy,Parameters
0.1328125,0.126953125,"[0.57540366 0.08401156 0.93492005 0.0814431  0.0566845  0.33599924
 0.83701081 0.26434885 0.21179173 0.24297167 0.38244282 0.16997584
 0.24066787 0.25945854 0.61322981 0.05915815 0.22551806 0.35777788
 0.19358421 0.65073514 0.92065144 0.69946968 0.87513383 0.15450041
 0.83859635 0.134672   0.84428272 0.15012903 0.54472427 0.40377237
 0.94655871 0.87064893 0.9242157  0.17770761 0.449901   0.14828686
 0.48888815 0.71765941 0.75070502 0.62137685 0.58100915 0.60973488
 0.16436248 0.46699695 0.73339202 0.7447508  0.71036039 0.04668705
 0.668606   0.678472   0.47990678 0.09338539 0.26429141 0.32018978
 0.85905561 0.70255527 0.67080738 0.26633364 0.88602801 0.11810085
 0.34894216 0.8211453  0.26015117 0.25790337 0.04747082 0.81668628
 0.5081244  0.69517873 0.55324451 0.95782904 0.49237303 0.43065535
 0.60728458 0.9430029  0.99817474 0.74729923 0.43673846 0.20400935
 0.83206003 0.0956315  0.32796645 0.58228653 0.77818224 0.33538348
 0.491428   0.14358054 0.26197589 0.44352958 0.36865526 0.3117608
 0.03709831 0.64161979 0.53400964 0.81878482 0.68926304 0.11159935
 0.95188388 0.08680476 0.83192372 0.35309244 0.08013989 0.05250588
 0.22483567 0.79668793 0.47182082 0.14130053 0.87728886 0.70030365
 0.94906178 0.915372   0.20350278 0.81854779 0.57504233 0.89733996
 0.24477942 0.59998429 0.64004907 0.44618701 0.79089847 0.02564113]"
0.2265625,0.232421875,"[0.57540366 0.0750585  0.94387311 0.09039616 0.04773144 0.3449523
 0.83701081 0.27330191 0.22074478 0.24297167 0.37348976 0.16102278
 0.24962093 0.25050549 0.62218287 0.05915815 0.22551806 0.36673094
 0.18463116 0.6596882  0.91169838 0.69051662 0.87513383 0.15450041
 0.82964329 0.12571894 0.83532966 0.14117598 0.55367733 0.41272542
 0.94655871 0.87960199 0.91526265 0.18666067 0.449901   0.14828686
 0.47993509 0.70870635 0.74175196 0.61242379 0.58100915 0.60078182
 0.16436248 0.47595    0.73339202 0.7447508  0.71931345 0.05564011
 0.65965294 0.66951894 0.48885984 0.10233845 0.27324447 0.32914284
 0.86800867 0.69360221 0.66185432 0.2752867  0.89498107 0.11810085
 0.3399891  0.81219224 0.26015117 0.26685643 0.05642388 0.80773322
 0.51707746 0.69517873 0.56219757 0.94887598 0.50132609 0.43065535
 0.59833152 0.93404984 1.0071278  0.74729923 0.4277854  0.2129624
 0.82310697 0.08667844 0.33691951 0.57333347 0.76922918 0.34433653
 0.48247494 0.14358054 0.26197589 0.45248264 0.37760832 0.32071386
 0.04605137 0.64161979 0.53400964 0.81878482 0.6982161  0.12055241
 0.94293083 0.09575782 0.84087678 0.35309244 0.08909295 0.05250588
 0.22483567 0.80564099 0.48077388 0.15025359 0.88624192 0.69135059
 0.94010873 0.92432506 0.20350278 0.82750085 0.56608927 0.90629302
 0.24477942 0.59103123 0.64900213 0.45514006 0.79089847 0.03459419]"
0.25390625,0.26171875,"[0.54845756 0.1020046  0.91692701 0.11734226 0.02078534 0.3180062
 0.8100647  0.24635581 0.22074478 0.24297167 0.34654366 0.16102278
 0.27656703 0.22355938 0.62218287 0.08610425 0.22551806 0.33978484
 0.18463116 0.6596882  0.93864448 0.69051662 0.87513383 0.15450041
 0.82964329 0.15266504 0.86227576 0.16812208 0.58062343 0.43967153
 0.97350481 0.90654809 0.94220875 0.18666067 0.4768471  0.17523296
 0.47993509 0.73565245 0.76869807 0.58547769 0.55406305 0.60078182
 0.13741638 0.47595    0.76033812 0.7716969  0.74625955 0.08258621
 0.65965294 0.64257284 0.51580594 0.12928455 0.24629837 0.32914284
 0.84106257 0.66665611 0.68880042 0.3022328  0.86803497 0.11810085
 0.313043   0.78524614 0.23320507 0.26685643 0.08336998 0.78078712
 0.49013136 0.66823262 0.53525147 0.94887598 0.47437999 0.40370925
 0.57138542 0.90710374 1.0071278  0.77424533 0.4008393  0.2129624
 0.85005307 0.08667844 0.36386561 0.57333347 0.79617528 0.37128263
 0.45552884 0.17052664 0.28892199 0.47942874 0.40455442 0.34765996
 0.07299747 0.61467369 0.56095574 0.79183872 0.7251622  0.12055241
 0.96987693 0.06881172 0.86782288 0.35309244 0.08909295 0.02555978
 0.25178177 0.83258709 0.50771998 0.17719969 0.85929582 0.71829669
 0.94010873 0.89737896 0.17655668 0.82750085 0.59303537 0.93323912
 0.27172552 0.61797733 0.67594823 0.48208617 0.81784457 0.03459419]"
0.298828125,0.330078125,"[0.54845756 0.10763129 0.91692701 0.11171557 0.02078534 0.31237951
 0.80443801 0.24072912 0.21511809 0.24297167 0.35217035 0.16664947
 0.27094034 0.21793269 0.62780956 0.09173094 0.22551806 0.34541153
 0.19025785 0.65406151 0.93301779 0.69051662 0.88076052 0.1601271
 0.82964329 0.15829173 0.86790245 0.16812208 0.58625012 0.44529822
 0.96787812 0.91217478 0.93658206 0.18103398 0.4768471  0.18085965
 0.48556178 0.73002576 0.77432476 0.59110438 0.54843636 0.59515513
 0.14304307 0.47595    0.75471143 0.7716969  0.74063286 0.08258621
 0.66527963 0.64819953 0.52143263 0.12928455 0.24067168 0.33476953
 0.84668926 0.6722828  0.68317373 0.29660611 0.86240828 0.12372754
 0.31866969 0.79087283 0.23883176 0.27248312 0.07774329 0.77516043
 0.49013136 0.67385931 0.52962478 0.94324929 0.4687533  0.39808256
 0.57138542 0.91273043 1.01275448 0.76861864 0.4008393  0.20733571
 0.84442638 0.08667844 0.3694923  0.56770678 0.79054859 0.36565594
 0.45552884 0.16489995 0.28892199 0.47380205 0.40455442 0.34765996
 0.07299747 0.609047   0.55532905 0.79746541 0.73078889 0.1261791
 0.97550362 0.06881172 0.86219619 0.35309244 0.09471964 0.01993309
 0.25740846 0.83258709 0.50209329 0.171573   0.86492251 0.71829669
 0.94573542 0.89737896 0.18218337 0.82750085 0.58740868 0.93323912
 0.27735221 0.61797733 0.68157492 0.48771286 0.82347126 0.0289675 ]"
0.333984375,0.38671875,"[ 0.57394433  0.13311806  0.91692701  0.13720235 -0.00470143  0.31237951
  0.77895124  0.21524235  0.18963132  0.2174849   0.32668358  0.19213624
  0.29642711  0.19244592  0.62780956  0.11721771  0.25100483  0.3708983
  0.21574462  0.65406151  0.90753102  0.71600339  0.85527375  0.18561387
  0.85513006  0.15829173  0.84241568  0.1426353   0.56076335  0.47078499
  0.94239135  0.91217478  0.93658206  0.15554721  0.4768471   0.18085965
  0.48556178  0.75551254  0.74883798  0.61659116  0.57392314  0.56966836
  0.14304307  0.50143678  0.78019821  0.79718368  0.71514609  0.10807299
  0.6907664   0.64819953  0.49594586  0.10379778  0.26615845  0.3602563
  0.84668926  0.64679603  0.68317373  0.29660611  0.88789505  0.12372754
  0.34415646  0.79087283  0.26431853  0.27248312  0.05225652  0.74967365
  0.51561813  0.64837254  0.50413801  0.96873607  0.44326652  0.42356933
  0.59687219  0.9382172   0.98726771  0.74313186  0.4008393   0.18184894
  0.84442638  0.06119167  0.39497907  0.59319355  0.76506182  0.36565594
  0.45552884  0.19038672  0.28892199  0.44831528  0.40455442  0.32217319
  0.0475107   0.63453377  0.55532905  0.77197864  0.70530212  0.10069232
  0.95001684  0.04332494  0.83670941  0.37857921  0.09471964 -0.00555368
  0.28289523  0.80710032  0.47660652  0.14608623  0.86492251  0.71829669
  0.92024864  0.87189219  0.20767014  0.85298762  0.56192191  0.90775234
  0.27735221  0.6434641   0.70706169  0.51319963  0.82347126  0.05445427]"
0.3984375,0.4375,"[ 0.56907365  0.12824738  0.91692701  0.14207303 -0.00957212  0.30750882
  0.77408055  0.22011304  0.19450201  0.21261421  0.32668358  0.18726555
  0.3012978   0.19731661  0.63268025  0.1220884   0.25587552  0.36602761
  0.21087393  0.6589322   0.90753102  0.7111327   0.86014443  0.18561387
  0.85513006  0.15342104  0.83754499  0.13776462  0.56563404  0.4659143
  0.93752066  0.91704547  0.93171137  0.15554721  0.47197641  0.18085965
  0.49043247  0.76038322  0.74883798  0.62146184  0.56905245  0.56479767
  0.13817239  0.49656609  0.78019821  0.79231299  0.72001678  0.10807299
  0.69563709  0.64332884  0.50081655  0.10866847  0.26128776  0.36512699
  0.84668926  0.64679603  0.68804442  0.30147679  0.88789505  0.11885685
  0.33928577  0.78600214  0.25944784  0.27248312  0.05712721  0.75454434
  0.52048882  0.64350185  0.50413801  0.96386538  0.44813721  0.42844002
  0.59200151  0.94308789  0.98239702  0.74800255  0.40570999  0.18671963
  0.84929706  0.05632098  0.39984976  0.59806424  0.76506182  0.36565594
  0.46039953  0.18551604  0.28892199  0.45318596  0.39968374  0.3173025
  0.0475107   0.62966309  0.55045837  0.76710795  0.71017281  0.10556301
  0.94514616  0.04332494  0.83670941  0.37857921  0.09959032 -0.00555368
  0.27802455  0.81197101  0.47173583  0.14608623  0.86005182  0.71342601
  0.92511933  0.87676288  0.20767014  0.85298762  0.55705122  0.91262303
  0.27735221  0.6434641   0.71193238  0.51319963  0.82834195  0.05445427]"
0.384765625,0.404296875,"[0.54989424 0.14742678 0.89774761 0.16125244 0.00960728 0.32668823
 0.77408055 0.23929244 0.17532261 0.19343481 0.34586298 0.18726555
 0.3204772  0.21649601 0.65185965 0.102909   0.25587552 0.38520702
 0.23005333 0.6589322  0.88835161 0.7111327  0.87932384 0.20479327
 0.85513006 0.15342104 0.83754499 0.11858521 0.58481344 0.4850937
 0.91834126 0.89786607 0.91253197 0.15554721 0.47197641 0.16168025
 0.50961187 0.74120382 0.76801739 0.64064125 0.54987305 0.58397707
 0.13817239 0.47738669 0.78019821 0.77313359 0.73919618 0.10807299
 0.71481649 0.66250825 0.51999595 0.08948906 0.24210836 0.34594759
 0.82750986 0.66597543 0.68804442 0.3206562  0.86871565 0.09967745
 0.35846518 0.76682274 0.24026844 0.25330372 0.07630661 0.73536494
 0.53966822 0.64350185 0.52331741 0.98304478 0.46731661 0.40926061
 0.61118091 0.92390849 0.98239702 0.76718195 0.40570999 0.18671963
 0.86847647 0.03714158 0.39984976 0.59806424 0.74588242 0.34647654
 0.44122013 0.20469544 0.28892199 0.43400656 0.39968374 0.33648191
 0.0283313  0.62966309 0.55045837 0.78628736 0.72935221 0.10556301
 0.94514616 0.06250435 0.83670941 0.35939981 0.08041092 0.01362572
 0.25884514 0.83115041 0.45255643 0.14608623 0.86005182 0.73260541
 0.92511933 0.89594228 0.22684954 0.87216703 0.53787182 0.93180243
 0.25817281 0.6242847  0.73111178 0.49402023 0.84752135 0.07363367]"
0.42578125,0.474609375,"[0.54989424 0.14742678 0.90314547 0.1666503  0.00420942 0.32129036
 0.77947842 0.23929244 0.16992474 0.18803695 0.34046512 0.19266341
 0.3204772  0.21649601 0.65725751 0.10830686 0.25047766 0.38520702
 0.23545119 0.6589322  0.89374948 0.70573484 0.87392597 0.20479327
 0.86052792 0.15342104 0.83214713 0.12398307 0.57941558 0.49049156
 0.91834126 0.89786607 0.90713411 0.15554721 0.47737427 0.16707811
 0.51500973 0.74660168 0.77341525 0.64603911 0.54447518 0.58397707
 0.13817239 0.48278455 0.77480034 0.77853145 0.73919618 0.10267513
 0.71481649 0.66790611 0.51459809 0.08948906 0.24210836 0.35134545
 0.822112   0.66057757 0.68264656 0.32605406 0.86331779 0.09967745
 0.35306731 0.76682274 0.23487058 0.25870158 0.08170447 0.72996708
 0.54506608 0.64350185 0.52871527 0.97764692 0.47271447 0.40386275
 0.61657877 0.92390849 0.97699916 0.76178409 0.40570999 0.19211749
 0.86307861 0.04253944 0.40524762 0.6034621  0.75128028 0.3518744
 0.44661799 0.19929758 0.28352412 0.4286087  0.39428588 0.33648191
 0.02293343 0.63506095 0.55585623 0.79168522 0.73475007 0.11096087
 0.95054402 0.05710648 0.84210728 0.35939981 0.08041092 0.01902358
 0.25884514 0.82575255 0.44715856 0.14068837 0.85465396 0.73800327
 0.93051719 0.90134014 0.22684954 0.87756489 0.53247396 0.92640457
 0.25277495 0.6242847  0.72571392 0.48862236 0.85291921 0.07363367]"
0.40234375,0.41015625,"[0.54989424 0.13001683 0.92055542 0.18406024 0.02161937 0.32129036
 0.77947842 0.25670238 0.1525148  0.170627   0.34046512 0.17525347
 0.30306726 0.19908607 0.67466746 0.09089691 0.23306771 0.40261696
 0.25286114 0.6589322  0.91115942 0.72314479 0.85651603 0.20479327
 0.87793787 0.1360111  0.83214713 0.10657313 0.56200563 0.47308162
 0.91834126 0.91527601 0.92454405 0.17295716 0.49478422 0.16707811
 0.51500973 0.76401163 0.79082519 0.62862916 0.56188513 0.58397707
 0.12076244 0.50019449 0.7573904  0.7611215  0.72178623 0.08526518
 0.71481649 0.68531605 0.51459809 0.08948906 0.22469842 0.3339355
 0.80470205 0.64316763 0.7000565  0.343464   0.84590784 0.0822675
 0.33565737 0.76682274 0.25228053 0.24129163 0.09911442 0.71255713
 0.54506608 0.64350185 0.54612522 0.96023697 0.49012442 0.38645281
 0.61657877 0.94131844 0.95958922 0.74437415 0.40570999 0.17470754
 0.86307861 0.05994939 0.40524762 0.58605215 0.76869022 0.33446446
 0.46402794 0.19929758 0.30093407 0.44601865 0.39428588 0.31907196
 0.00552349 0.63506095 0.57326617 0.80909516 0.71734012 0.12837082
 0.96795396 0.03969654 0.85951722 0.34198986 0.09782087 0.03643353
 0.25884514 0.8083426  0.44715856 0.14068837 0.8720639  0.72059332
 0.91310725 0.91875009 0.2094396  0.86015494 0.53247396 0.90899463
 0.235365   0.6242847  0.74312387 0.47121242 0.87032916 0.07363367]"
0.400390625,0.396484375,"[0.54989424 0.13001683 0.93528719 0.19879202 0.00688759 0.30655859
 0.76474664 0.25670238 0.1525148  0.170627   0.32573334 0.18998525
 0.28833548 0.18435429 0.68939923 0.10562869 0.24779949 0.38788518
 0.23812936 0.64420042 0.89642764 0.70841301 0.87124781 0.20479327
 0.87793787 0.15074287 0.81741535 0.12130491 0.57673741 0.4878134
 0.93307304 0.93000779 0.90981227 0.18768893 0.509516   0.16707811
 0.51500973 0.77874341 0.79082519 0.62862916 0.54715335 0.56924529
 0.10603066 0.50019449 0.74265862 0.74638972 0.73651801 0.09999696
 0.70008472 0.68531605 0.52932987 0.07475729 0.23943019 0.31920372
 0.81943383 0.62843585 0.68532473 0.35819578 0.86063962 0.0822675
 0.35038915 0.75209096 0.23754875 0.22655986 0.08438264 0.72728891
 0.5303343  0.65823363 0.54612522 0.97496875 0.49012442 0.37172103
 0.61657877 0.94131844 0.95958922 0.72964237 0.42044177 0.15997577
 0.87781038 0.07468117 0.39051584 0.57132037 0.75395845 0.34919624
 0.47875971 0.21402935 0.30093407 0.46075042 0.3795541  0.30434018
 0.00552349 0.63506095 0.57326617 0.79436339 0.70260835 0.11363904
 0.95322219 0.02496476 0.84478544 0.32725808 0.11255264 0.03643353
 0.24411337 0.79361083 0.43242679 0.15542014 0.85733212 0.7353251
 0.91310725 0.90401831 0.2094396  0.86015494 0.53247396 0.90899463
 0.22063323 0.63901648 0.74312387 0.45648064 0.88506094 0.05890189]"
