Number of qubits: 10
Training set size: 512
Test set size: 512
Number of features: 20
Ansatz: ansatz14
Optimiser: <class 'qiskit.algorithms.optimizers.spsa.SPSA'>
Perturbation dimensions: 60
Training accuracy,Test accuracy,Parameters
0.07421875,0.03125,"[0.4327805  0.9397816  0.0105662  0.77197714 0.16144858 0.46981079
 0.85200239 0.94208812 0.06538402 0.69144051 0.30138409 0.4898208
 0.50077667 0.67753372 0.25446096 0.44511884 0.62998986 0.3196741
 0.18827806 0.51612908 0.39562037 0.49054642 0.07690661 0.27541943
 0.55979664 0.12237758 0.44771873 0.34117741 0.31074998 0.0781425
 0.65853652 0.41267793 0.55888105 0.11304339 0.33109253 0.88207495
 0.38287825 0.56660192 0.12254028 0.18337204 0.6790279  0.47015679
 0.23889787 0.408173   0.17976232 0.038106   0.85776029 0.22637504
 0.96179567 0.07429505 0.81323389 0.28417667 0.16810014 0.08196861
 0.56603129 0.06620616 0.2749098  0.24683352 0.93066082 0.43348702
 0.62566351 0.47097393 0.72702309 0.02538528 0.19441076 0.07585538
 0.23375372 0.78116051 0.79094017 0.99577408 0.47101179 0.46204637
 0.04945493 0.67108805 0.69038961 0.53425089 0.30776335 0.2165543
 0.42705899 0.27925971]"
0.169921875,0.138671875,"[ 0.40406419  0.91106529 -0.01815011  0.77197714  0.13273227  0.44109448
  0.85200239  0.91337181  0.03666771  0.6627242   0.3301004   0.51853711
  0.47206036  0.67753372  0.22574465  0.41640254  0.62998986  0.34839041
  0.18827806  0.48741278  0.39562037  0.51926273  0.10562292  0.24670312
  0.53108033  0.12237758  0.41900242  0.3124611   0.33946629  0.0781425
  0.65853652  0.38396162  0.53016474  0.11304339  0.30237622  0.91079126
  0.41159456  0.56660192  0.15125659  0.21208835  0.6790279   0.47015679
  0.21018156  0.37945669  0.17976232  0.00938969  0.82904398  0.25509135
  0.96179567  0.10301136  0.8419502   0.25546036  0.16810014  0.11068492
  0.53731498  0.06620616  0.3036261   0.21811721  0.93066082  0.46220333
  0.5969472   0.44225762  0.69830678  0.02538528  0.16569445  0.04713907
  0.26247003  0.80987682  0.81965648  0.99577408  0.44229548  0.43333006
  0.02073862  0.64237174  0.6616733   0.5629672   0.27904704  0.187838
  0.39834269  0.2505434 ]"
0.2109375,0.166015625,"[ 0.40406419  0.90209975 -0.00918456  0.77197714  0.13273227  0.45006003
  0.84303685  0.91337181  0.03666771  0.6627242   0.3301004   0.52750265
  0.48102591  0.68649926  0.21677911  0.41640254  0.6389554   0.35735595
  0.17931252  0.49637832  0.40458591  0.51029718  0.10562292  0.23773757
  0.52211479  0.11341204  0.41003687  0.30349556  0.33050074  0.08710805
  0.66750206  0.39292717  0.53913029  0.10407784  0.29341067  0.90182571
  0.42056011  0.56660192  0.15125659  0.20312281  0.68799345  0.46119125
  0.20121602  0.37049115  0.17976232  0.01835523  0.83800953  0.2461258
  0.97076121  0.09404581  0.85091574  0.24649482  0.1591346   0.11068492
  0.53731498  0.05724061  0.29466056  0.20915166  0.93066082  0.47116887
  0.58798166  0.45122316  0.69830678  0.03435083  0.17466     0.03817352
  0.26247003  0.81884236  0.81069093  0.98680854  0.44229548  0.43333006
  0.01177308  0.6334062   0.67063885  0.57193274  0.28801259  0.19680354
  0.38937714  0.2505434 ]"
0.2265625,0.173828125,"[ 3.85612421e-01  8.83647981e-01 -2.76363299e-02  7.53525374e-01
  1.14280504e-01  4.68511797e-01  8.43036848e-01  9.31823580e-01
  1.82159439e-02  6.62724198e-01  3.48552163e-01  5.27502654e-01
  4.99477676e-01  7.04951032e-01  2.35230874e-01  4.16402535e-01
  6.38955404e-01  3.57355951e-01  1.60860748e-01  5.14830088e-01
  3.86134144e-01  5.10297182e-01  1.24074689e-01  2.19285807e-01
  5.22114785e-01  1.13412040e-01  3.91585107e-01  3.21947327e-01
  3.48952511e-01  6.86562799e-02  6.67502063e-01  3.74475402e-01
  5.57582057e-01  8.56260773e-02  2.93410672e-01  8.83373947e-01
  4.02108340e-01  5.85053687e-01  1.32804820e-01  2.21574576e-01
  7.06445214e-01  4.61191250e-01  2.01216017e-01  3.88942914e-01
  1.61310549e-01 -9.65359875e-05  8.56461293e-01  2.27674037e-01
  9.89212981e-01  7.55940463e-02  8.50915740e-01  2.28043050e-01
  1.40682831e-01  1.29136689e-01  5.55766750e-01  5.72406105e-02
  2.94660559e-01  1.90699894e-01  9.12209049e-01  4.89620638e-01
  6.06433424e-01  4.69674931e-01  6.98306778e-01  1.58990620e-02
  1.56208230e-01  1.97217573e-02  2.44018261e-01  8.37294129e-01
  7.92239165e-01  9.86808539e-01  4.23843713e-01  4.33330058e-01
 -6.67869079e-03  6.51857967e-01  6.70638848e-01  5.90384510e-01
  2.69560820e-01  1.78351773e-01  3.70925373e-01  2.32091629e-01]"
0.275390625,0.244140625,"[ 0.38561242  0.89630106 -0.02763633  0.76617846  0.10162742  0.48116488
  0.85568993  0.9191705   0.00556286  0.65007112  0.36120524  0.54015574
  0.48682459  0.70495103  0.22257779  0.42905562  0.65160849  0.34470287
  0.14820767  0.50217701  0.37348106  0.52295026  0.11142161  0.20663273
  0.53476787  0.12606512  0.39158511  0.32194733  0.33629943  0.0560032
  0.66750206  0.38712848  0.54492898  0.08562608  0.29341067  0.87072087
  0.38945526  0.59770677  0.1454579   0.20892149  0.69379213  0.47384433
  0.18856294  0.38894291  0.16131055  0.01255655  0.86911437  0.22767404
  1.00186606  0.07559405  0.86356882  0.21538997  0.14068283  0.11648361
  0.55576675  0.05724061  0.30731364  0.20335298  0.89955597  0.50227372
  0.61908651  0.45702185  0.6856537   0.02855214  0.15620823  0.01972176
  0.24401826  0.84994721  0.77958608  0.97415546  0.43649679  0.44598314
 -0.00667869  0.66451105  0.65798577  0.57773143  0.25690774  0.16569869
  0.37092537  0.21943855]"
0.306640625,0.259765625,"[ 0.37427941  0.88496805 -0.02763633  0.77751147  0.09029441  0.46983187
  0.85568993  0.9191705   0.01689587  0.66140413  0.34987223  0.54015574
  0.49815761  0.71628404  0.2339108   0.4177226   0.65160849  0.34470287
  0.14820767  0.51351002  0.36214805  0.51161725  0.12275462  0.21796574
  0.53476787  0.11473211  0.38025209  0.33328034  0.32496642  0.04467019
  0.65616905  0.37579547  0.53359596  0.07429306  0.30474368  0.85938785
  0.40078827  0.60903978  0.15679091  0.22025451  0.70512514  0.48517734
  0.17722992  0.3776099   0.17264356  0.00122353  0.85778136  0.21634102
  0.99053305  0.08692706  0.87490183  0.21538997  0.14068283  0.12781662
  0.54443374  0.0459076   0.31864665  0.20335298  0.89955597  0.50227372
  0.60775349  0.46835486  0.69698671  0.01721913  0.16754124  0.01972176
  0.24401826  0.84994721  0.76825307  0.98548847  0.44782981  0.44598314
 -0.0180117   0.66451105  0.64665275  0.57773143  0.25690774  0.15436568
  0.35959236  0.20810554]"
0.310546875,0.259765625,"[ 0.37427941  0.88572069 -0.02688369  0.77675883  0.09029441  0.4705845
  0.85644257  0.91992313  0.01764851  0.66140413  0.35062487  0.5394031
  0.49891024  0.71703668  0.23466344  0.41696997  0.65236112  0.34395023
  0.14820767  0.51275738  0.36290069  0.51086461  0.12200198  0.2172131
  0.53476787  0.11473211  0.38025209  0.3325277   0.32571905  0.04391755
  0.65616905  0.37654811  0.5343486   0.07354043  0.30399105  0.85938785
  0.40003563  0.60828715  0.15754355  0.22100714  0.70587778  0.48592998
  0.17722992  0.37685727  0.1733962   0.00197617  0.85702873  0.21558839
  0.99128569  0.08617442  0.87565447  0.21463733  0.13993019  0.12781662
  0.5436811   0.04515496  0.31939929  0.20260034  0.9003086   0.50152108
  0.60775349  0.46835486  0.69698671  0.01797177  0.16678861  0.01896912
  0.24401826  0.84994721  0.76900571  0.98548847  0.44707717  0.4452305
 -0.01876434  0.66375841  0.64665275  0.57848406  0.2561551   0.15436568
  0.35959236  0.2073529 ]"
0.35546875,0.341796875,"[ 0.37087404  0.88912606 -0.02688369  0.77335346  0.08688904  0.4705845
  0.85984793  0.9233285   0.01764851  0.65799876  0.3472195   0.54280847
  0.50231561  0.71703668  0.23806881  0.41696997  0.64895575  0.34054486
  0.1448023   0.50935201  0.36630606  0.51086461  0.11859662  0.2172131
  0.53476787  0.11473211  0.38365746  0.32912233  0.32231368  0.04732292
  0.65276368  0.37995348  0.5343486   0.07354043  0.30058568  0.86279322
  0.403441    0.60488178  0.16094892  0.22441251  0.70928315  0.48252461
  0.18063529  0.38026263  0.16999083 -0.0014292   0.85702873  0.21899376
  0.98788032  0.08957979  0.8722491   0.21123196  0.13993019  0.13122199
  0.54027573  0.04515496  0.31599392  0.20600571  0.90371397  0.49811571
  0.60775349  0.46494949  0.70039208  0.01797177  0.16338324  0.01556375
  0.24742363  0.84654184  0.76560034  0.98548847  0.45048254  0.4452305
 -0.01535897  0.66375841  0.64324739  0.5750787   0.2561551   0.15777105
  0.35618699  0.20394753]"
0.294921875,0.29296875,"[ 0.37147296  0.88912606 -0.02628478  0.77335346  0.08629012  0.4705845
  0.85924902  0.9233285   0.01704959  0.65739984  0.3472195   0.54220955
  0.50291453  0.71643776  0.23806881  0.41637105  0.64955467  0.34114378
  0.14540121  0.50995093  0.36570714  0.5102657   0.11859662  0.21661419
  0.53476787  0.11413319  0.38305855  0.32852342  0.32171477  0.04792183
  0.65276368  0.38055239  0.53374968  0.07294151  0.30058568  0.86279322
  0.40403992  0.60488178  0.16154783  0.22501143  0.70868423  0.48192569
  0.18063529  0.37966372  0.17058974 -0.0014292   0.85762764  0.21839484
  0.9872814   0.09017871  0.87284802  0.21183088  0.14052911  0.1318209
  0.54027573  0.04455605  0.31599392  0.20540679  0.90431289  0.4975168
  0.60775349  0.46435058  0.69979316  0.01857068  0.16278432  0.01496484
  0.24802255  0.84654184  0.76500142  0.98608739  0.44988362  0.44582942
 -0.01476005  0.66435733  0.6438463   0.57567761  0.2561551   0.15836996
  0.35558808  0.20394753]"
0.359375,0.357421875,"[ 0.36432372  0.88197682 -0.01913554  0.76620423  0.08629012  0.46343527
  0.86639825  0.9233285   0.01704959  0.65739984  0.35436873  0.53506032
  0.50291453  0.71643776  0.23806881  0.40922182  0.6567039   0.34114378
  0.15255045  0.51710016  0.3585579   0.51741493  0.12574585  0.20946495
  0.52761863  0.11413319  0.39020778  0.32852342  0.32171477  0.05507107
  0.64561445  0.38770163  0.52660045  0.07294151  0.30773491  0.86279322
  0.39689069  0.61203101  0.16869707  0.22501143  0.701535    0.47477646
  0.17348606  0.37966372  0.17773898  0.00572003  0.85762764  0.21124561
  0.98013217  0.09017871  0.87999725  0.20468164  0.14767835  0.13897014
  0.54742497  0.05170528  0.31599392  0.20540679  0.89716365  0.49036756
  0.60060426  0.47149981  0.7069424   0.01142145  0.16993356  0.0078156
  0.25517178  0.84654184  0.75785219  0.99323662  0.44273439  0.45297865
 -0.02190929  0.65720809  0.65099554  0.56852838  0.24900587  0.15122073
  0.36273731  0.1967983 ]"
