Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
0,215.39646778831488,104.2065824417886,4.925057886389088,-0.3443958771022938,0.009800000000000031,0.01,0.009600000000000053,910.2222222222222,0.00017547729071859406,0.00017547729071859406,0.00017547729071859406,0_1:0.005086430159906646,0_1:341.3333333333333
1,126.82009891562389,39.2233793469786,5.04647996415446,-0.34286204354380795,0.014000000000000012,0.0124,0.015599999999999947,910.2222222222222,0.000279006846047272,0.000279006846047272,0.000279006846047272,1_2:0.006694946093597137; 1_3:0.009461475670532016; 1_0:0.005086430159906646,1_2:248.88888888888889; 1_3:263.1111111111111; 1_0:412.4444444444444
2,179.4774663831799,68.4820105825143,4.962015196208891,-0.34389013656021855,0.010399999999999965,0.009399999999999964,0.0114,910.2222222222222,0.0001593889403203461,0.0001593889403203461,0.0001593889403203461,2_1:0.006694946093597137,2_1:213.33333333333331
3,110.48094015109815,47.71179385820334,5.108260689270962,-0.3411938256028111,0.023700000000000054,0.0254,0.02200000000000002,910.2222222222222,0.0004901271064625049,0.0004901271064625049,0.0004901271064625049,3_1:0.009461475670532016; 3_5:0.007938795754091899,3_1:334.22222222222223; 3_5:238.2222222222222
4,68.5761149732734,84.5515332655459,5.011110153393645,-0.3429005145382,0.0776,0.0682,0.08699999999999997,910.2222222222222,0.0007435863300976956,0.0007435863300976956,0.0007435863300976956,4_5:0.013468584746116508,4_5:305.77777777777777
5,139.26254597945413,30.682870054387664,5.173368323292197,-0.34294086851881034,0.015700000000000047,0.018199999999999994,0.0132,910.2222222222222,0.00035129614051220725,0.00035129614051220725,0.00035129614051220725,5_4:0.013468584746116508; 5_3:0.007938795754091899; 5_6:0.008237563005436849,5_4:341.3333333333333; 5_3:167.11111111111111; 5_6:405.3333333333333
6,18.124998344981417,59.074213774640526,5.319380665975267,-0.3376264885207946,0.11749999999999994,0.11019999999999996,0.1248,910.2222222222222,0.0005014151627622,0.0005014151627622,0.0005014151627622,6_5:0.008237563005436849,6_5:334.22222222222223
